40

13,11,10,31,39,7,32,29,38,30,14,15,20,37,18,4,8,19,25,1,2,17,3,22,40,5,9,27,16,34,36,23,26,6,35,21,33,24,28,12
22,40,38,8,11,1,14,26,17,24,37,3,2,36,27,18,19,15,28,4,23,35,7,25,5,31,10,39,9,12,33,21,29,16,13,20,6,30,32,34
8,29,14,2,15,39,12,21,28,23,27,9,3,24,10,32,5,30,7,35,36,22,13,34,37,11,18,6,26,20,31,17,16,38,40,1,4,33,19,25
27,37,19,15,25,24,9,30,26,4,3,40,13,23,22,32,17,12,11,16,1,14,7,39,29,5,20,35,21,31,6,36,8,34,28,10,33,38,18,2
30,27,3,38,13,18,12,6,39,31,40,5,16,34,15,28,19,25,7,17,32,2,8,11,24,36,1,33,37,35,23,14,10,26,21,4,9,22,29,20
16,7,38,13,37,20,39,21,36,33,29,30,15,9,34,1,31,22,11,17,19,40,5,35,25,28,8,23,4,3,27,14,24,32,18,12,26,6,10,2
9,33,24,3,39,22,7,27,23,17,19,28,6,25,5,10,38,40,1,37,2,34,29,26,16,36,8,15,18,20,12,13,14,35,30,11,32,31,4,21
31,26,29,1,12,22,14,18,3,40,24,10,38,35,34,17,15,30,11,2,36,6,21,23,5,37,33,28,8,39,25,19,32,13,7,20,4,27,16,9
16,34,5,33,30,14,27,28,12,2,18,7,19,10,4,15,40,26,20,1,17,9,24,11,39,31,37,3,38,25,36,6,22,29,21,35,13,32,8,23
9,14,10,26,20,36,37,6,22,39,8,4,25,40,30,1,7,24,11,35,32,13,5,2,38,29,16,15,27,19,23,33,18,17,34,12,3,21,28,31

1,3,25,28,4,6,15,13,33,35,38,10,26,7,12,22,40,36,19,8,29,9,32,37,18,2,17,34,24,16,21,14,20,23,27,30,39,11,5,31
12,26,29,19,6,28,10,16,15,30,40,2,8,5,21,31,33,23,7,22,32,27,38,37,13,25,34,11,36,24,17,3,18,4,1,39,9,14,20,35
13,18,17,8,25,36,10,14,15,12,19,26,28,40,5,2,11,23,37,29,33,16,34,3,32,31,7,20,30,39,1,21,4,35,22,27,38,24,9,6
29,23,2,13,32,28,20,10,1,31,12,8,4,6,33,5,11,14,35,34,39,24,25,15,37,26,17,27,36,16,22,3,21,18,30,9,7,40,19,38
3,39,32,10,7,21,22,9,28,34,36,13,33,37,30,19,11,6,15,23,29,12,26,40,18,35,5,2,16,25,8,38,1,31,17,27,20,24,14,4
9,10,30,23,25,40,3,22,17,6,14,20,34,13,38,31,16,28,4,12,15,19,5,7,8,21,37,29,32,39,11,24,26,2,1,18,36,27,33,35
24,21,17,14,2,39,3,38,19,35,1,26,13,5,29,12,31,32,36,22,37,16,11,8,27,18,6,7,9,23,33,25,20,15,34,30,4,10,28,40
34,10,12,11,20,27,7,26,21,8,37,29,36,9,24,28,3,33,40,6,31,4,19,23,30,16,17,13,14,22,25,35,38,1,15,32,18,5,39,2
8,21,35,14,10,40,39,13,26,23,6,12,38,4,30,15,37,25,11,24,9,1,32,33,28,20,29,7,31,16,19,36,2,17,3,27,34,5,18,22
5,13,40,7,1,6,32,14,29,17,8,2,28,36,9,12,26,39,27,18,19,34,21,11,25,15,37,30,35,22,31,24,33,4,16,38,10,20,23,3
7,30,36,9,13,34,31,35,18,26,3,37,15,38,27,8,24,6,12,4,29,22,10,32,5,39,2,17,16,23,40,14,33,11,1,19,25,20,21,28
22,14,33,20,3,21,2,9,18,6,31,10,13,34,7,11,30,25,19,35,1,4,28,23,12,36,8,39,5,37,32,38,16,29,26,40,15,17,27,24
11,4,28,37,35,1,18,2,3,14,13,38,21,20,6,5,34,7,12,39,25,40,32,36,30,9,15,26,23,22,33,8,17,10,29,27,31,16,19,24
26,17,36,40,21,7,16,39,25,6,14,19,12,15,2,10,24,30,1,33,3,37,4,34,38,5,8,11,9,18,28,31,32,27,35,13,22,29,23,20
2,22,1,34,38,19,11,24,10,17,32,28,14,21,18,37,6,5,25,20,8,15,16,7,13,3,4,12,26,29,30,31,40,36,35,39,27,33,23,9
24,37,4,30,14,3,18,19,31,38,6,28,34,11,40,8,1,23,26,16,10,17,9,35,7,29,21,13,12,27,5,2,39,15,22,33,20,25,32,36
23,35,31,4,26,5,27,38,17,7,19,34,25,40,21,28,11,3,18,10,8,29,22,33,36,2,14,13,6,20,30,32,37,1,16,24,9,39,12,15
7,28,18,9,2,36,30,40,39,26,6,17,32,22,35,20,4,33,29,12,27,23,19,25,16,3,31,13,1,24,38,21,34,11,8,15,37,5,14,10
34,38,29,26,9,25,23,15,27,10,12,40,22,6,3,1,13,11,21,24,28,36,33,4,7,2,37,35,30,31,20,5,39,8,19,17,18,16,14,32
6,11,23,10,30,28,16,15,40,7,20,34,33,36,24,19,8,1,3,27,22,4,18,9,2,39,37,17,12,29,21,14,31,35,5,38,26,13,25,32
7,14,28,22,33,31,37,39,1,40,29,3,30,20,17,6,8,2,18,36,19,25,26,4,23,9,10,24,35,21,12,5,27,32,15,11,13,34,38,16
32,35,29,27,15,6,26,31,34,30,28,39,36,5,17,16,13,40,4,37,2,10,21,8,9,23,25,14,12,19,11,18,20,7,38,24,22,33,3,1
20,8,2,4,10,40,38,37,1,33,16,21,22,27,39,32,34,35,29,24,14,28,13,18,30,11,6,5,25,15,31,17,19,9,3,7,36,23,12,26
13,8,3,24,12,28,1,40,15,31,33,10,37,32,38,20,34,9,27,16,11,25,29,19,7,39,36,21,4,2,26,6,5,22,18,30,23,14,17,35
36,12,1,3,34,26,24,32,9,5,8,16,31,7,6,27,10,29,15,33,23,40,21,37,30,18,20,14,35,19,38,28,4,22,11,2,17,13,25,39
38,8,30,18,13,39,22,14,25,20,9,23,4,27,19,21,32,36,28,7,34,12,1,11,33,35,24,17,40,15,26,10,16,31,3,2,29,5,6,37
39,7,10,24,3,4,8,16,29,38,12,22,26,13,30,1,6,33,36,25,14,23,15,17,5,21,37,27,32,31,9,20,34,40,35,28,18,11,2,19
4,40,17,12,37,36,25,33,34,30,9,1,29,32,23,22,24,31,15,21,38,5,3,27,19,18,8,16,14,39,10,26,7,11,20,28,35,13,2,6
7,36,5,37,21,40,4,10,20,28,11,33,30,34,12,16,39,32,23,19,31,35,6,3,13,38,17,1,15,29,9,25,26,14,24,2,27,8,22,18
6,8,4,15,40,18,20,3,11,21,35,17,36,14,24,2,34,25,19,32,27,13,28,37,39,29,23,30,26,33,31,9,7,12,22,10,38,1,5,16
24,14,17,9,27,2,33,6,40,18,4,37,3,20,31,1,21,36,8,39,38,7,12,13,30,26,5,11,35,34,22,32,10,19,23,28,29,15,16,25
37,2,39,25,7,8,4,1,9,6,35,31,18,13,40,21,17,22,5,12,30,3,27,36,28,11,38,20,24,16,29,15,33,14,34,32,10,19,26,23
26,17,3,25,14,30,19,1,8,4,23,5,24,36,6,16,22,10,18,13,34,7,9,27,20,33,39,35,28,15,11,29,37,38,2,21,12,32,31,40
22,25,18,8,13,33,10,17,6,15,1,7,29,24,36,34,20,14,21,2,40,37,3,31,32,11,16,38,9,28,23,19,35,27,5,4,30,12,26,39
21,13,19,9,2,4,27,33,30,8,12,35,34,32,36,20,5,15,6,29,40,14,1,37,24,23,28,26,38,11,7,18,25,3,31,10,39,16,17,22
31,14,35,21,22,18,37,39,12,4,33,26,9,36,27,5,17,29,38,40,2,16,30,24,1,13,10,15,23,7,34,3,20,11,25,28,8,32,6,19
38,4,25,23,8,22,9,34,7,21,31,5,30,29,17,14,36,13,10,32,33,16,40,1,15,6,27,19,37,12,28,24,11,2,39,20,35,26,18,3
15,21,17,1,20,29,35,12,31,23,38,8,39,9,26,34,4,5,27,24,13,40,19,2,30,33,6,11,28,32,10,16,22,3,18,36,14,7,25,37
40,2,21,12,15,7,22,32,33,19,38,23,20,26,1,36,11,35,31,8,29,28,10,16,24,5,34,13,17,37,4,14,18,39,27,30,9,25,6,3
33,1,27,13,10,29,7,2,37,14,12,16,35,9,31,25,24,38,8,36,39,28,19,34,18,20,21,40,4,5,15,3,26,30,23,32,22,11,6,17
