80

16,72,47,28,67,26,46,69,39,40,18,71,17,74,73,32,54,57,49,8,9,27,37,2,33,21,14,41,13,58,5,50,42,51,4,7,36,61,60,48,62,43,30,63,55,64,19,22,11,20,78,59,80,52,31,68,77,35,65,6,1,45,3,44,12,29,23,38,76,53,79,25,24,70,10,15,34,56,75,66
24,47,4,54,25,76,61,45,12,58,62,19,13,36,72,46,60,43,6,8,21,22,50,33,69,63,17,73,10,44,42,48,23,14,71,55,2,20,1,78,11,75,74,7,70,41,27,49,67,28,32,57,38,51,79,9,52,39,59,30,29,40,3,31,34,66,15,64,80,26,37,35,77,65,16,18,56,53,5,68
7,22,32,57,45,53,16,49,8,78,20,36,15,48,70,21,6,37,27,13,30,35,76,19,69,44,5,58,4,29,41,77,65,73,25,74,34,59,64,63,55,62,3,46,68,40,50,61,31,38,54,72,43,14,66,12,52,60,80,79,42,1,51,39,2,56,18,11,17,71,67,33,10,9,23,47,26,24,28,75
9,40,4,74,17,38,48,76,35,1,57,77,33,71,70,44,43,16,67,26,68,31,55,24,52,5,64,66,46,28,22,25,42,45,29,36,20,14,78,18,53,56,23,73,80,50,49,7,13,8,62,6,11,27,51,75,21,2,72,19,61,79,30,69,15,63,37,12,3,39,10,34,47,65,41,32,54,59,58,60
53,36,77,41,44,37,64,49,33,15,52,43,8,62,47,10,55,4,13,40,50,39,69,79,24,46,58,27,34,16,51,28,57,35,14,70,1,17,25,66,2,56,59,26,6,71,9,42,61,22,38,54,67,63,21,48,5,73,31,3,29,75,12,7,19,72,20,80,18,32,45,23,76,30,65,11,74,68,60,78
17,46,41,15,16,4,48,70,61,47,71,8,76,64,13,79,58,66,52,39,77,68,35,10,3,1,32,23,31,73,18,55,14,12,62,80,63,75,44,20,22,7,27,69,38,25,21,34,36,30,45,28,42,24,72,6,26,74,49,43,33,54,65,40,37,60,57,56,29,53,67,51,19,11,59,78,50,2,9,5
18,28,41,77,22,17,7,60,75,35,5,12,47,31,2,32,54,65,61,66,50,59,19,4,58,6,68,8,3,62,14,25,29,67,64,71,42,38,23,46,30,24,34,39,63,15,69,49,57,73,11,13,27,51,79,72,16,9,37,56,26,20,80,76,70,45,53,10,43,33,48,44,1,36,78,21,40,55,52,74
50,51,48,44,57,67,27,36,56,17,69,71,9,24,13,10,75,73,3,63,47,61,79,70,1,34,55,31,78,58,22,74,23,77,37,25,19,11,72,26,29,66,59,14,45,76,20,68,32,35,65,8,64,2,40,38,54,42,5,46,49,41,60,12,62,33,52,18,6,4,28,30,53,21,15,39,43,7,80,16
2,44,53,1,72,76,77,12,63,80,29,34,47,25,38,45,56,8,28,6,17,7,11,58,23,19,49,43,9,67,66,35,36,68,73,16,27,41,79,71,20,33,42,75,10,62,31,24,74,14,65,32,61,21,18,40,55,59,4,52,46,3,37,78,51,70,15,22,57,69,50,5,39,54,48,26,64,30,60,13
74,25,72,4,43,78,6,9,68,35,53,18,76,64,70,11,14,28,65,13,55,32,67,20,58,30,19,27,8,63,40,60,3,33,80,48,47,42,71,44,7,61,59,66,62,51,49,38,50,1,36,77,10,41,23,31,24,75,45,22,39,29,52,79,69,56,73,46,16,12,37,21,17,5,2,54,15,34,57,26
68,2,57,28,39,26,71,52,45,37,48,9,14,35,70,62,21,15,17,61,30,66,72,7,4,74,34,41,8,73,29,36,1,22,33,79,76,5,53,75,69,50,11,12,19,56,13,32,25,60,38,49,43,77,44,23,65,80,27,3,40,42,6,55,31,46,24,54,47,51,59,16,18,67,63,64,78,58,20,10
44,15,69,10,17,58,35,7,34,38,32,39,47,1,63,77,29,71,49,80,76,73,5,42,2,65,31,37,55,40,46,12,18,52,13,41,75,53,68,54,33,14,43,26,6,59,30,25,50,24,78,45,22,4,60,21,8,16,70,28,61,51,64,9,20,23,19,67,66,62,11,56,74,72,27,48,57,3,79,36
60,54,65,43,32,8,29,73,31,12,16,67,38,4,19,69,22,72,33,46,41,80,21,48,52,10,59,75,27,13,76,45,40,17,25,28,62,35,9,30,42,2,50,79,15,6,64,77,1,23,71,70,20,61,39,24,49,78,55,68,74,7,3,57,56,5,37,47,51,18,36,44,58,14,53,63,11,66,26,34
35,8,39,24,12,36,23,48,72,38,9,69,50,58,79,4,53,25,51,6,29,10,61,60,63,19,78,52,66,64,2,11,27,76,74,21,46,68,45,32,42,70,14,75,7,33,56,18,31,54,49,20,3,80,22,43,40,67,17,62,5,37,41,28,77,65,71,73,16,55,57,1,34,30,44,47,26,15,13,59
51,43,39,31,44,10,7,52,45,5,17,23,63,73,77,38,69,70,54,66,24,78,26,59,57,28,25,18,9,14,27,15,3,55,49,12,75,64,37,1,19,6,60,56,50,21,11,36,2,61,29,35,80,20,65,40,8,79,4,42,32,68,47,76,48,62,22,71,33,53,30,58,46,67,13,41,72,34,16,74
64,35,60,29,65,24,51,6,53,38,40,23,63,14,67,61,48,1,41,46,80,16,70,31,55,78,62,42,58,43,50,18,56,76,12,25,49,28,34,3,44,2,52,13,7,79,45,17,47,22,21,8,59,11,77,19,4,26,9,27,37,74,66,20,15,71,30,68,10,54,32,33,73,36,72,5,57,75,69,39
39,52,3,35,20,2,67,17,8,44,50,6,41,56,34,61,42,71,16,72,28,74,77,23,4,70,78,58,38,12,26,10,51,9,32,75,46,48,18,54,1,40,57,14,33,49,79,37,73,53,31,60,59,29,55,36,7,24,69,11,43,62,80,19,63,13,21,65,64,25,30,47,66,68,45,5,27,15,22,76
25,43,22,11,38,73,36,64,69,53,29,75,6,61,72,18,55,19,47,77,8,59,68,79,20,24,34,52,63,57,80,7,70,78,17,14,2,27,33,48,9,21,60,13,12,32,40,67,30,45,58,56,54,51,35,41,66,65,42,3,50,16,62,76,74,1,23,28,10,37,46,44,71,5,39,31,26,4,49,15
74,46,24,37,56,28,62,39,20,54,26,52,40,6,31,50,32,36,48,44,34,38,70,5,53,64,47,58,13,2,11,3,49,29,73,55,12,42,15,80,41,77,59,51,25,66,18,79,30,45,9,72,78,7,16,1,33,68,10,67,35,4,71,76,61,14,19,75,22,60,57,21,65,43,23,69,27,17,63,8
34,9,29,43,50,80,69,73,57,61,54,32,15,40,31,16,41,22,26,21,42,10,30,28,25,59,66,2,71,19,68,14,60,12,20,7,8,44,49,46,6,77,64,51,65,56,53,47,4,23,33,37,18,48,3,72,5,74,38,76,55,79,17,70,39,63,36,35,58,13,45,27,24,78,62,52,11,75,1,67
75,77,79,14,25,3,36,37,34,41,20,72,59,8,70,71,63,15,10,24,40,7,58,62,45,76,80,18,1,17,60,13,5,9,56,73,4,16,6,26,28,19,23,42,54,50,27,55,48,53,33,68,30,11,69,66,49,74,78,31,46,61,47,29,65,35,43,21,51,12,32,57,39,38,67,44,64,22,2,52
49,26,19,77,4,17,78,79,59,46,66,57,48,76,65,35,55,45,47,27,68,7,69,73,54,64,52,32,61,56,24,43,23,62,28,16,50,80,2,9,36,3,44,67,58,60,22,21,53,12,25,42,51,33,30,74,1,41,40,5,72,71,20,6,8,39,70,29,11,38,31,18,63,13,10,15,75,34,37,14
2,54,36,48,1,58,35,72,79,9,26,61,39,34,41,32,33,59,28,16,31,24,8,74,27,13,14,50,23,68,22,76,7,11,12,42,46,38,20,53,67,21,70,71,5,73,40,4,19,49,66,56,45,6,60,10,65,63,57,44,51,64,78,80,43,17,62,30,37,47,15,52,25,18,55,75,29,69,77,3
56,11,21,3,33,80,62,50,77,39,68,59,1,2,23,29,26,76,34,64,24,6,61,20,70,49,15,32,25,63,79,38,67,27,41,40,60,57,75,10,16,42,58,36,52,17,71,78,69,51,18,45,65,22,9,5,53,48,46,28,37,54,73,55,74,30,31,19,12,7,44,43,66,8,14,4,35,13,47,72
49,55,44,45,23,10,22,52,80,12,20,57,17,37,33,63,3,65,35,69,19,18,38,39,32,43,27,76,67,73,16,2,5,77,13,53,26,59,74,30,24,31,51,48,21,25,78,11,61,34,40,6,4,64,29,68,8,54,71,46,1,56,70,58,75,72,15,50,47,36,41,28,66,9,62,79,7,14,60,42
73,46,15,67,68,43,65,80,27,71,49,48,52,12,17,34,78,54,24,60,5,57,23,3,13,79,44,2,21,6,37,76,32,30,9,29,26,40,70,10,22,63,39,8,69,41,45,74,20,18,50,55,56,64,31,75,72,36,35,33,16,58,1,25,11,77,4,14,51,59,38,42,66,53,62,28,7,19,61,47
71,57,16,12,67,20,54,47,53,41,14,60,48,33,76,68,66,46,51,26,38,31,22,24,7,37,50,72,28,43,55,58,56,3,80,75,11,30,29,19,52,27,65,9,13,78,61,17,5,59,34,32,45,49,70,2,62,23,69,79,10,39,15,8,64,18,42,4,36,6,21,1,63,77,73,40,25,35,74,44
46,3,50,68,25,39,70,14,16,20,35,32,23,33,79,17,1,66,9,37,49,65,4,11,52,47,63,48,64,38,21,15,44,45,34,53,71,73,27,51,19,77,69,56,62,31,43,18,10,59,5,74,26,60,7,13,67,36,30,6,57,58,42,72,2,55,76,78,24,54,41,75,28,8,80,61,12,40,29,22
22,29,61,14,20,42,66,43,30,1,18,49,15,65,80,11,36,68,41,58,60,63,10,9,73,31,34,55,48,70,26,37,79,54,53,2,6,50,27,44,52,56,72,23,28,38,40,62,39,71,76,32,74,12,7,35,21,19,3,78,13,24,75,77,4,46,5,33,16,45,51,69,47,8,64,59,57,67,17,25
37,40,54,16,6,3,72,7,26,30,23,52,44,70,56,48,53,74,79,17,67,69,18,4,57,20,51,13,39,1,64,33,31,27,5,24,73,66,65,78,68,34,49,80,59,8,62,55,58,35,45,42,38,12,21,60,15,36,77,19,41,25,32,14,71,43,29,61,63,50,46,28,22,11,76,2,75,9,47,10
71,63,60,2,22,8,49,69,39,40,47,25,5,48,3,14,19,80,28,55,70,73,52,50,30,1,76,58,42,43,34,53,10,57,31,32,54,16,65,4,6,59,26,36,11,79,72,20,18,23,51,77,17,56,41,12,64,33,15,67,29,44,61,27,66,62,68,13,7,38,37,9,78,46,24,21,74,35,45,75
30,60,9,39,6,3,2,69,23,48,5,62,15,27,37,56,33,17,36,59,25,54,41,19,77,34,63,71,51,7,35,61,1,24,8,44,68,72,12,66,46,70,29,45,31,32,38,21,13,28,11,79,78,4,40,65,10,18,64,16,58,43,20,74,52,55,57,42,49,26,50,73,53,47,22,14,80,76,67,75
43,25,29,4,57,12,7,27,3,8,30,19,80,60,21,13,23,67,62,51,47,79,52,31,53,35,39,45,40,10,2,58,37,32,66,50,71,28,5,76,55,24,77,54,59,56,63,41,11,46,44,26,17,1,38,15,75,6,68,78,9,42,14,20,73,70,72,69,34,48,36,64,65,74,16,33,22,61,18,49
64,70,76,4,72,38,49,46,34,60,78,67,6,59,68,62,28,20,33,80,52,25,16,74,1,42,11,47,43,23,39,7,57,5,12,17,31,53,14,71,58,10,69,21,61,56,50,66,3,41,79,27,65,19,35,54,18,37,55,9,36,22,40,48,8,15,2,45,13,24,30,77,29,32,75,73,51,44,63,26
44,78,76,41,66,34,24,67,2,54,75,1,64,16,62,4,40,9,27,48,32,61,28,18,52,31,3,39,6,58,37,70,73,68,57,23,51,19,25,15,12,77,80,72,22,60,35,26,13,47,65,30,69,10,11,49,17,14,56,71,7,8,55,59,53,5,46,45,50,43,79,21,38,33,20,36,63,29,74,42
63,78,5,34,10,4,44,76,31,41,80,24,17,35,60,50,25,74,32,33,2,37,9,68,77,42,54,18,29,40,39,51,19,75,30,57,46,56,36,61,64,20,7,43,22,38,58,73,15,21,45,62,59,52,53,12,71,11,55,1,67,14,65,70,3,69,28,6,72,27,66,8,23,13,49,79,16,47,48,26
12,36,30,62,59,45,31,28,58,73,63,53,42,15,60,54,10,46,18,48,44,4,40,5,13,38,6,3,33,66,22,17,49,7,67,68,78,1,71,75,35,57,51,43,74,25,39,16,29,20,55,27,65,52,72,69,26,19,47,80,34,21,50,2,11,14,79,77,37,32,56,76,64,9,70,8,23,24,61,41
73,78,57,55,20,26,46,13,8,4,35,38,6,39,48,50,12,53,59,60,25,36,14,5,9,18,67,37,15,41,56,43,28,24,58,30,16,47,3,76,72,51,33,68,21,65,34,42,7,52,44,71,1,66,54,17,79,32,62,77,40,80,10,19,64,22,23,31,61,70,27,49,29,75,45,74,11,63,69,2
24,26,62,50,4,5,3,2,75,23,20,76,36,14,18,10,53,61,78,32,1,47,56,58,46,12,44,22,9,77,55,35,6,74,59,31,21,71,7,39,51,52,33,80,66,73,15,41,72,11,40,13,48,67,29,38,60,79,30,37,42,28,25,65,27,43,45,19,16,49,63,64,54,34,68,69,70,57,8,17
31,79,26,47,13,67,25,52,65,5,57,7,21,64,34,78,72,18,43,1,68,70,22,33,29,37,3,75,12,62,20,44,42,17,69,71,24,54,80,48,74,27,2,60,38,58,51,8,40,66,36,4,6,39,30,59,19,35,10,14,41,55,9,23,76,63,32,53,77,45,56,61,50,28,15,16,46,49,73,11
57,33,70,39,77,47,41,1,72,27,74,43,60,73,21,17,26,6,59,40,79,10,37,62,5,14,12,67,50,34,22,61,11,25,32,52,20,30,36,51,53,58,55,29,8,18,35,48,56,3,31,38,16,71,7,42,68,78,45,66,46,76,15,75,54,4,80,63,13,69,44,64,9,2,28,49,24,19,65,23
45,51,39,30,80,4,36,46,55,78,42,71,56,38,49,29,17,34,2,32,53,12,43,63,57,1,13,26,28,35,64,72,70,31,60,68,77,21,27,79,11,47,54,20,23,24,48,69,19,18,58,65,44,67,75,8,61,33,3,9,5,73,76,59,16,62,7,40,66,22,6,37,14,50,74,15,25,10,52,41
35,47,52,39,6,64,59,23,65,78,7,26,53,56,15,70,1,2,61,38,42,73,69,43,45,27,75,41,46,28,24,57,18,66,13,50,21,11,19,12,80,60,10,17,71,74,3,4,63,49,33,31,9,8,77,36,72,30,54,76,62,48,16,14,32,34,40,29,22,67,51,58,37,79,5,20,68,25,44,55
17,80,71,38,45,10,25,73,39,51,11,49,67,5,6,40,68,55,62,36,59,2,27,19,44,60,56,48,66,35,79,15,20,47,75,23,4,30,7,52,13,28,77,78,22,65,63,24,41,46,43,3,16,37,64,54,31,33,8,57,34,18,69,26,12,9,74,1,29,50,21,53,76,32,61,72,14,70,42,58
9,34,2,58,13,18,68,22,8,24,47,11,46,14,60,75,49,25,80,45,40,26,72,61,76,79,62,73,19,71,33,7,41,63,44,3,27,65,56,37,10,17,43,28,70,4,67,39,35,77,78,66,54,51,6,32,64,55,53,15,31,42,1,30,21,20,69,29,50,23,52,16,5,12,36,74,59,57,38,48
49,33,69,8,39,73,38,36,53,56,41,64,4,48,34,7,75,27,65,10,26,32,35,23,76,15,80,46,79,2,28,42,43,14,45,68,22,18,11,9,58,17,29,6,71,25,78,37,5,16,62,12,20,19,61,44,3,54,63,1,60,77,72,66,50,51,55,30,24,59,52,67,47,21,40,57,13,74,70,31
77,4,48,18,30,49,25,79,14,35,80,68,24,8,51,43,70,21,29,41,11,23,20,37,16,59,60,63,52,34,39,2,31,75,62,13,47,33,61,1,76,26,66,72,74,53,58,57,32,5,44,38,73,19,65,55,67,12,54,17,7,27,40,15,3,10,36,9,56,64,69,78,71,22,46,42,28,45,6,50
44,31,52,37,27,71,5,14,63,50,15,34,54,73,65,24,10,16,66,23,43,56,20,77,36,49,17,18,67,75,76,61,46,8,13,22,59,2,64,3,26,51,6,55,58,80,70,45,74,60,62,41,57,28,53,4,33,47,9,69,79,19,40,68,25,78,35,29,21,30,38,42,12,7,39,72,1,32,48,11
69,53,25,41,37,27,56,68,17,10,19,66,30,60,80,52,22,21,75,12,50,13,42,76,31,9,73,58,18,77,72,36,6,40,71,54,20,23,46,65,8,16,29,47,38,78,61,67,1,51,55,39,49,63,43,3,34,70,24,26,2,11,62,74,48,15,44,5,32,35,45,14,4,64,57,28,33,79,7,59

29,63,35,43,67,75,60,1,14,25,32,61,76,24,2,50,5,20,57,17,62,49,66,56,74,46,7,52,48,55,44,71,78,22,38,6,8,28,69,10,37,73,9,65,45,51,79,39,27,36,23,58,42,70,12,72,26,40,11,4,31,33,77,53,15,59,19,21,34,64,13,47,54,68,18,16,3,30,41,80
12,20,40,46,28,34,42,60,58,31,25,59,22,15,77,62,8,4,5,24,36,29,33,54,50,10,43,68,13,80,19,16,70,14,49,71,65,35,7,74,30,57,72,55,51,79,73,3,41,76,39,21,67,66,69,63,78,61,44,6,18,52,38,9,23,47,17,75,56,2,64,53,45,32,48,27,26,1,11,37
71,4,1,46,39,63,53,14,78,69,42,65,47,49,68,20,7,21,19,40,64,50,55,74,33,36,34,28,44,3,43,10,75,72,57,70,41,13,38,2,54,56,51,31,77,26,11,27,79,5,30,61,76,9,16,73,6,37,12,58,35,62,60,48,59,52,8,80,24,17,66,29,18,32,67,22,45,23,25,15
60,50,56,29,77,78,55,42,14,1,63,70,44,76,31,6,12,21,65,64,22,4,52,23,41,38,9,54,36,19,16,69,66,11,37,79,26,43,74,25,62,58,35,72,39,61,57,32,48,10,18,73,47,8,40,33,3,53,34,27,7,15,17,67,59,2,71,24,75,30,80,51,20,46,68,49,28,5,45,13
76,35,12,61,40,58,70,45,43,54,19,57,22,14,56,36,77,75,46,5,11,59,44,60,78,66,42,32,74,9,34,13,30,16,39,64,18,2,80,52,41,37,3,79,1,65,29,25,31,26,51,23,55,8,63,48,50,21,7,20,71,15,24,73,49,69,53,6,47,28,68,72,4,33,62,10,38,17,67,27
77,27,79,16,24,15,57,7,33,12,5,43,78,40,23,3,49,53,17,80,32,74,55,2,31,42,21,64,36,69,45,51,52,20,14,10,6,25,65,29,39,13,66,63,59,60,72,46,19,18,34,8,54,68,56,50,35,61,28,71,9,1,58,4,44,26,41,67,62,37,22,70,76,30,75,38,11,48,47,73
28,13,55,43,47,72,23,6,40,45,18,30,20,34,65,77,78,25,7,68,73,3,80,38,29,71,32,76,66,37,63,75,22,57,8,31,9,39,24,5,33,11,53,69,35,46,19,26,48,52,42,44,67,16,4,15,60,79,61,14,49,70,21,74,2,59,51,64,1,41,62,58,17,56,10,27,12,36,50,54
