90

34,40,15,80,77,18,53,66,6,61,3,9,62,37,70,39,8,35,84,30,22,56,44,43,31,38,65,28,17,74,32,52,36,72,73,83,13,79,88,82,51,60,50,49,86,63,81,20,41,25,29,59,75,69,12,64,42,54,2,76,68,1,89,21,11,85,19,5,90,57,4,24,26,33,45,27,47,23,58,67,10,87,71,7,16,14,78,48,55,46
12,64,80,10,38,58,59,72,55,37,48,43,8,34,29,17,5,68,53,30,77,79,57,24,27,52,31,26,51,75,19,36,28,76,1,32,50,16,23,56,66,63,7,45,83,69,42,40,41,65,18,44,13,2,78,33,87,62,22,74,84,47,90,46,49,20,73,85,89,82,70,35,71,3,14,21,81,86,25,54,15,67,9,6,39,4,60,61,11,88
62,64,77,61,81,88,57,27,65,23,21,3,42,52,86,20,56,68,51,40,39,87,84,36,12,85,25,22,66,53,30,16,76,6,71,78,73,47,1,44,19,31,82,83,7,72,69,32,5,48,63,38,33,79,90,14,9,24,2,49,70,10,41,59,75,18,45,4,29,74,13,54,37,60,50,11,46,80,28,43,58,17,34,67,15,55,26,8,35,89
49,74,21,30,26,83,12,9,90,17,20,85,69,43,11,47,22,53,87,61,4,34,54,88,32,40,48,46,14,19,45,35,50,75,76,24,81,84,64,55,1,59,62,77,66,65,82,60,73,89,10,68,27,70,79,67,31,33,78,5,16,71,23,38,15,63,13,2,80,86,41,8,7,29,56,72,6,44,37,52,57,28,42,25,3,36,39,51,18,58
85,63,42,89,25,88,77,78,74,55,39,80,13,54,75,58,36,35,2,40,3,47,6,44,66,57,27,33,68,46,45,41,23,73,87,22,12,59,8,70,28,19,84,56,61,52,16,48,32,4,51,29,15,65,50,62,20,71,69,43,37,82,79,64,31,67,5,83,24,9,81,7,11,72,18,17,34,21,90,26,53,38,10,86,30,49,60,1,76,14
41,15,36,46,39,87,42,68,47,2,49,89,29,33,32,81,9,5,4,44,3,10,58,38,69,27,74,53,26,54,70,90,16,17,76,22,20,48,11,19,12,79,78,28,88,7,66,1,62,72,60,18,73,77,52,35,61,37,75,84,21,25,34,24,65,8,83,55,45,80,71,56,14,86,82,13,50,40,63,85,64,59,30,57,43,6,51,23,67,31
63,65,58,82,54,38,36,2,48,17,79,9,77,71,30,81,5,68,40,32,27,49,21,83,46,6,57,51,11,8,88,13,86,28,3,29,78,62,44,76,23,64,39,15,72,22,56,43,66,73,4,19,45,53,87,85,75,16,10,80,34,14,74,41,31,18,60,12,25,26,84,70,90,55,42,59,37,67,35,33,20,61,1,24,89,47,69,50,52,7
9,50,19,77,82,7,27,5,14,21,58,36,42,88,25,43,17,76,18,51,46,11,55,66,13,73,47,87,32,56,20,84,29,22,44,39,6,48,69,4,86,38,24,40,79,53,81,63,70,3,26,10,78,90,59,61,64,8,41,15,80,60,45,23,65,83,12,34,31,33,30,35,68,75,2,28,49,72,54,85,1,74,52,16,89,71,62,57,67,37
70,84,9,55,75,1,5,32,4,8,69,27,50,63,53,89,40,39,80,22,6,33,38,74,81,20,10,61,51,85,57,23,24,67,78,72,87,30,52,76,73,77,66,26,16,35,71,19,54,13,42,46,15,18,44,47,88,29,45,48,59,65,21,62,68,83,3,7,2,11,82,17,58,79,49,12,86,64,41,31,43,25,14,28,34,36,56,37,60,90
27,82,68,70,83,85,31,84,61,19,90,35,39,59,10,56,81,18,74,57,13,63,8,16,30,50,76,66,89,62,77,52,48,53,46,45,25,36,69,34,47,38,71,86,28,58,23,55,20,1,42,54,73,78,87,32,21,17,11,43,6,79,72,9,33,65,4,29,80,15,7,75,88,5,37,44,41,26,40,12,60,3,22,64,24,51,67,49,2,14
10,36,41,39,12,78,67,90,11,52,84,35,50,58,81,65,33,43,25,3,53,30,42,88,59,79,37,76,7,62,24,83,82,71,85,45,23,13,9,6,38,17,80,89,19,1,54,26,55,73,66,86,40,49,51,87,72,14,69,75,46,77,56,70,63,18,15,61,48,22,21,2,57,4,20,31,29,32,74,28,27,16,5,68,64,60,44,8,34,47
55,6,4,46,16,86,65,72,74,2,85,9,25,23,21,26,57,89,24,19,84,5,83,44,90,38,79,73,20,32,41,63,35,51,58,42,81,52,59,71,39,50,49,53,17,15,61,18,40,43,37,80,34,77,54,36,87,3,8,27,68,14,70,12,13,88,29,67,47,28,33,62,30,48,76,60,78,22,69,56,82,10,64,1,7,75,31,45,11,66
71,2,16,79,89,7,58,12,66,30,18,77,22,54,82,19,9,3,61,32,64,44,45,78,29,56,6,26,5,90,50,65,88,34,33,8,42,75,38,81,51,60,15,74,59,14,10,67,57,55,27,53,84,47,39,63,25,80,83,31,1,46,23,76,11,62,37,48,85,21,4,69,70,72,40,87,20,28,35,17,86,43,68,52,24,41,49,36,73,13
89,58,80,15,24,37,25,57,67,17,10,50,13,61,79,42,70,78,31,28,71,6,59,35,40,49,72,21,8,55,85,2,36,39,53,22,3,62,32,16,20,54,83,23,77,88,12,60,5,38,14,1,19,56,90,74,73,11,86,4,84,34,87,51,27,69,33,81,48,9,66,41,75,47,26,29,52,76,46,45,30,63,7,82,43,18,65,68,64,44
3,63,18,8,64,32,82,54,67,5,35,88,1,58,65,40,6,66,23,9,31,85,90,25,13,33,48,49,61,60,42,84,77,87,79,28,21,74,80,11,56,59,37,76,72,51,68,57,16,24,70,47,36,50,14,78,17,81,19,29,71,12,89,15,73,46,75,86,27,55,41,52,53,7,22,20,69,43,44,26,30,39,2,83,10,45,62,34,38,4
52,67,13,37,33,48,27,77,39,7,1,10,61,74,22,57,44,15,31,56,89,76,14,47,24,20,60,59,18,2,25,71,51,55,23,6,72,28,35,65,46,40,30,16,64,87,12,83,11,49,75,82,3,19,90,17,85,4,45,5,38,50,53,88,26,42,8,34,73,66,32,69,21,36,43,70,78,86,84,58,62,80,63,9,54,81,68,29,41,79
74,43,22,59,68,1,32,15,31,5,84,21,58,44,66,17,42,10,6,73,13,27,69,64,55,8,23,63,57,61,87,89,56,30,24,36,52,83,45,41,9,85,51,71,7,82,26,29,70,62,20,11,88,25,60,49,81,4,2,78,3,34,16,75,12,76,77,79,37,14,86,33,18,35,38,72,48,46,40,47,50,53,65,39,80,19,67,28,90,54
52,84,86,26,6,27,12,65,53,57,80,1,30,36,4,70,11,32,88,77,16,42,10,38,48,28,73,89,21,87,51,2,60,34,7,61,85,82,8,59,76,46,75,68,72,78,81,74,54,79,24,33,41,67,45,35,49,5,37,43,50,47,20,25,39,62,22,58,17,31,55,23,18,13,56,66,14,69,64,90,63,71,19,15,44,83,29,3,40,9
4,12,68,21,45,46,78,7,70,79,42,76,36,17,34,8,3,53,28,87,56,89,75,44,67,37,69,24,62,88,26,1,15,48,72,20,64,23,11,90,52,35,81,85,65,16,50,25,66,6,71,49,57,47,13,19,10,29,39,32,73,80,5,54,14,74,38,30,9,59,60,43,18,82,77,33,40,84,63,41,58,83,27,55,61,86,22,2,51,31
30,7,19,28,12,36,51,70,71,61,34,81,32,23,54,9,8,75,56,84,10,25,65,53,35,68,86,88,66,80,37,62,40,77,15,60,39,63,31,76,85,2,73,44,43,41,29,69,50,74,4,18,49,48,27,11,33,24,78,20,72,42,46,67,57,16,13,52,82,90,79,22,59,3,14,83,1,47,58,64,38,87,26,55,45,5,89,6,17,21
35,44,25,71,30,60,3,26,69,56,34,55,81,40,32,63,46,73,52,72,51,49,6,7,18,78,89,43,61,48,4,13,21,10,8,54,68,16,15,59,50,2,86,11,74,19,58,88,75,64,28,47,90,80,17,82,14,31,24,76,66,29,23,57,53,84,1,27,85,38,37,5,87,9,36,45,20,33,65,79,70,39,42,83,41,77,22,12,62,67
66,74,14,31,54,44,29,24,48,4,70,13,38,20,60,63,1,90,15,67,7,18,64,12,68,61,11,28,57,72,49,42,8,16,23,79,51,47,35,89,59,81,53,22,40,56,2,58,76,41,87,62,21,6,65,80,71,83,69,75,36,9,10,50,84,73,46,17,82,78,37,77,5,19,32,39,3,25,34,27,55,33,30,26,86,45,88,52,43,85
80,4,71,9,45,55,67,15,29,35,34,65,16,36,13,75,39,90,83,50,48,18,14,81,84,32,38,43,42,66,76,77,54,73,59,26,51,40,22,33,12,2,57,69,8,58,79,72,63,27,74,60,30,1,5,87,41,46,20,19,7,86,24,62,17,82,6,10,88,21,53,47,28,44,49,70,64,68,25,89,11,23,3,31,61,37,52,85,56,78
37,36,68,90,15,57,44,46,26,78,27,72,81,31,58,69,22,6,3,43,49,25,5,20,88,11,65,34,52,54,60,9,61,17,50,75,83,39,70,4,62,14,51,23,48,73,67,8,86,82,53,30,29,40,24,76,35,55,2,74,32,64,18,84,66,13,87,28,42,38,85,79,21,45,12,19,63,1,71,41,77,16,7,47,59,80,56,33,10,89
21,6,82,60,90,54,77,87,4,33,85,76,81,3,27,71,12,5,37,55,1,89,53,50,15,84,23,83,75,64,14,25,79,38,39,22,31,66,26,46,44,43,69,41,62,35,13,18,28,42,61,24,58,19,70,17,30,57,29,68,20,45,86,59,63,74,10,52,7,34,47,9,73,72,2,51,40,49,36,16,8,88,65,67,32,78,11,48,80,56
45,10,76,77,9,44,42,13,55,5,18,11,74,21,43,36,68,16,39,75,86,58,69,62,29,59,3,78,25,33,52,83,34,22,27,71,8,82,90,87,26,79,4,14,32,67,89,84,24,57,31,51,7,61,49,1,66,50,40,81,48,60,64,30,6,19,38,41,72,56,88,20,47,63,53,46,65,54,80,73,70,2,15,85,17,37,23,12,28,35
2,67,35,48,31,38,52,40,29,28,17,27,54,79,15,32,5,85,34,23,33,63,55,73,50,21,66,9,37,83,26,41,8,74,1,80,22,84,13,3,11,87,75,86,57,77,36,90,69,62,12,25,58,16,56,88,20,45,82,43,81,6,70,44,30,4,78,42,53,19,47,68,72,24,65,59,10,76,7,89,60,49,71,18,39,46,64,51,14,61
62,81,82,67,66,52,70,33,7,23,75,89,60,57,65,27,88,56,47,77,8,28,40,34,35,61,86,45,51,12,64,74,13,1,22,59,71,25,53,48,69,73,9,31,15,78,21,14,24,5,17,39,16,49,44,83,79,37,42,54,72,11,46,26,6,38,41,36,90,2,18,58,32,76,30,68,4,87,43,84,50,63,10,3,55,85,19,29,20,80
48,35,29,82,1,16,10,31,55,54,36,9,51,63,37,57,42,24,49,61,89,11,28,13,39,70,75,73,62,50,59,83,21,74,68,81,64,87,34,41,32,69,44,47,53,7,33,19,78,67,18,43,8,80,72,26,85,88,20,6,60,77,12,30,71,46,86,45,40,65,66,76,22,27,4,58,56,3,5,79,52,23,25,84,14,17,15,90,38,2
8,16,89,51,81,1,50,18,17,61,65,64,46,45,5,63,21,3,90,56,44,11,26,71,48,88,9,47,86,78,66,54,42,25,60,27,34,13,82,15,67,49,58,31,36,59,39,10,6,52,70,23,19,4,2,84,20,14,53,77,30,43,75,35,83,73,12,87,33,41,22,72,29,74,69,79,32,80,62,55,76,24,28,85,37,68,7,57,40,38
82,39,78,8,80,65,58,28,60,2,73,84,59,90,29,34,83,16,76,42,21,74,46,56,18,19,85,26,22,57,35,88,27,1,47,33,75,15,87,77,7,48,81,86,5,69,12,14,25,45,11,64,79,23,4,55,31,49,9,32,63,70,43,66,13,52,24,89,6,71,38,10,68,50,40,54,30,44,37,41,51,61,36,53,17,72,67,20,3,62
72,30,14,18,57,48,21,85,50,11,35,23,31,34,29,84,20,33,64,67,74,59,52,13,60,63,17,83,81,80,44,78,69,1,62,24,10,32,5,87,54,61,12,43,42,45,53,49,65,25,7,86,4,38,66,16,79,22,76,6,51,39,3,82,77,46,56,73,28,9,36,90,88,2,37,55,58,75,27,68,89,40,26,19,8,15,71,41,47,70
2,35,40,5,12,72,29,71,50,32,30,1,8,44,66,63,36,48,69,25,42,39,9,3,45,6,19,41,56,18,57,46,55,31,62,60,23,86,54,22,65,13,61,49,83,58,76,81,10,52,27,28,78,64,38,14,68,77,33,59,47,73,11,67,85,82,26,53,88,89,20,75,34,70,15,16,4,87,79,43,90,74,37,7,17,21,24,80,51,84
11,78,35,48,6,27,19,24,14,77,65,63,74,3,69,4,75,66,47,46,88,12,87,2,32,76,55,86,40,15,16,45,49,18,50,68,51,21,89,10,72,84,8,39,81,64,22,59,5,43,85,36,44,54,67,31,90,80,26,7,25,70,62,52,34,42,60,73,20,38,83,29,57,82,13,9,30,56,17,58,41,28,37,71,53,61,23,1,33,79
53,49,4,28,58,56,15,65,12,41,57,72,48,25,88,59,18,23,89,44,29,87,82,20,34,78,68,64,81,1,39,11,67,33,8,32,3,22,76,80,63,31,38,37,5,35,46,9,24,47,75,10,52,26,77,79,7,86,43,21,16,66,70,60,17,90,2,19,71,36,45,40,54,85,55,69,14,51,73,84,62,74,6,13,61,42,30,83,27,50
90,44,77,6,36,68,17,62,78,71,69,3,42,70,11,32,4,8,30,5,81,74,19,79,65,83,67,37,63,54,53,80,45,33,89,51,14,46,27,16,64,75,34,39,2,52,24,38,41,1,59,23,7,29,12,40,56,9,87,21,58,76,86,55,84,18,82,25,88,47,66,28,57,43,48,61,22,60,35,31,10,73,15,26,50,13,49,72,20,85
17,72,23,42,43,69,3,45,81,11,24,82,22,27,86,53,58,79,36,14,48,50,90,70,64,44,76,4,38,78,13,62,19,41,6,59,89,46,85,39,16,74,84,35,7,8,49,54,37,20,2,67,63,21,5,75,66,18,31,51,34,10,87,73,80,28,56,55,57,61,60,77,65,33,25,1,29,9,30,52,83,71,47,26,40,15,68,12,32,88
76,87,13,7,53,79,90,78,4,24,30,84,43,32,34,61,40,38,88,9,16,3,19,55,77,10,49,25,36,66,27,67,11,37,42,75,29,83,1,64,47,45,50,56,35,14,31,86,20,54,60,5,33,69,6,46,28,58,63,26,2,57,65,18,8,23,22,44,80,70,73,41,71,52,15,12,72,17,51,85,39,59,82,74,62,21,89,48,68,81
47,23,83,88,33,80,45,64,22,8,48,1,37,72,66,40,15,79,36,62,35,56,3,51,43,61,75,31,28,55,63,2,39,13,4,57,78,34,54,11,70,59,49,44,25,27,42,32,21,90,41,38,14,65,16,82,26,73,50,60,81,89,53,84,18,52,19,58,69,71,12,7,24,46,67,87,77,85,29,5,86,20,74,17,30,10,68,6,76,9
16,41,89,10,9,60,7,85,27,38,84,34,74,90,46,51,66,24,57,30,72,53,12,56,33,59,69,55,29,88,14,75,40,49,47,1,45,71,63,36,64,68,19,20,23,83,39,86,13,11,80,22,26,18,50,2,54,3,58,6,76,42,67,21,4,87,8,81,15,5,17,82,78,77,52,70,25,48,65,28,73,43,32,37,62,44,35,79,31,61
59,11,3,70,27,82,61,77,23,41,10,2,45,26,19,56,90,73,57,64,84,49,71,52,35,14,55,22,5,54,39,50,33,6,65,46,62,58,25,89,66,9,20,4,67,32,51,68,29,18,47,53,83,87,28,42,78,79,38,69,81,44,37,16,12,60,1,34,17,75,7,43,8,36,86,88,85,48,76,13,80,30,15,31,40,74,72,21,24,63
89,80,85,45,35,64,53,58,63,36,22,27,6,73,55,57,25,52,66,60,86,87,10,62,34,24,74,82,44,49,90,72,4,67,61,37,76,16,13,14,84,68,88,47,33,30,46,38,54,21,19,18,75,43,31,17,15,48,41,71,12,28,40,2,50,56,83,69,70,51,1,20,26,77,32,7,23,9,5,65,79,78,42,29,81,8,59,39,3,11
72,66,67,87,88,56,89,65,12,70,22,37,10,46,9,4,84,36,71,39,24,54,49,55,20,13,52,35,28,86,53,34,33,31,15,40,26,81,83,42,75,38,41,30,47,21,16,60,64,82,23,79,29,1,3,63,85,14,73,76,7,8,50,45,62,51,90,2,80,32,11,5,74,59,78,18,6,48,77,57,44,27,25,61,58,68,19,17,69,43
24,68,16,77,2,25,83,54,82,75,3,65,50,22,46,53,28,12,32,48,58,27,14,23,81,39,63,7,90,74,20,5,62,13,18,51,30,43,33,66,45,8,89,79,87,35,88,76,67,60,71,17,57,69,19,11,56,36,61,86,37,72,9,6,52,1,59,31,15,64,38,4,47,21,80,84,78,55,70,10,73,34,29,44,85,41,40,49,42,26
54,28,17,6,44,36,82,20,22,66,9,15,79,64,2,7,43,1,76,26,48,83,24,32,37,78,33,59,41,73,68,35,60,12,90,63,11,10,72,39,84,19,86,49,62,13,52,85,23,30,87,47,18,4,3,53,89,14,69,74,67,42,51,71,58,31,50,16,21,88,61,70,27,77,5,81,34,40,55,38,80,29,8,46,75,45,65,25,57,56
80,77,49,74,21,75,11,89,69,79,72,59,13,37,25,35,27,38,73,5,7,12,50,39,2,16,34,48,6,44,10,23,85,90,76,45,86,65,71,9,56,52,33,57,53,78,24,54,84,64,3,1,18,31,40,62,8,60,14,61,63,29,15,88,4,28,70,87,30,17,58,81,22,82,26,43,68,83,20,51,55,42,32,36,66,47,41,67,19,46
82,32,23,22,2,5,57,53,14,30,54,84,12,65,66,10,46,88,74,24,29,15,21,62,85,83,45,59,3,8,49,39,68,80,33,56,81,42,9,75,35,47,41,44,90,86,58,17,63,48,4,31,43,73,36,51,34,79,11,40,19,64,60,18,37,52,50,28,69,1,87,76,20,89,55,7,72,38,16,13,67,77,27,61,78,71,6,26,70,25
29,7,32,55,19,34,72,16,64,49,39,70,21,24,53,20,14,57,48,82,69,54,30,27,33,43,60,12,78,68,38,75,65,58,1,88,77,66,23,83,28,67,73,41,44,35,56,52,63,18,79,17,90,85,25,86,5,81,46,80,59,51,2,6,42,4,45,89,36,61,71,87,10,31,74,3,84,62,11,9,13,76,50,26,8,15,22,40,37,47
23,18,43,81,15,71,45,61,28,21,36,13,82,76,42,51,55,74,14,89,53,27,8,3,16,24,39,48,83,38,66,84,5,22,49,4,35,62,68,88,25,90,19,12,72,87,20,37,47,1,54,85,59,70,78,86,60,63,17,56,46,50,40,30,80,79,34,11,26,10,67,52,32,6,73,7,41,44,77,29,75,9,31,33,69,58,64,65,2,57
58,84,51,17,56,45,33,15,50,62,80,36,2,70,37,77,72,48,38,11,3,43,66,18,81,10,23,47,65,8,14,20,71,5,82,22,49,44,60,29,57,89,63,75,41,90,32,40,9,28,21,73,27,54,1,53,87,31,69,64,59,52,30,6,79,86,24,19,85,42,83,78,26,76,35,12,55,67,13,4,34,16,46,7,88,74,39,61,25,68
87,80,15,16,76,46,63,21,81,20,75,64,73,56,37,34,25,50,42,88,82,1,11,13,59,84,26,40,35,89,31,14,77,61,78,70,48,23,10,5,2,74,65,22,67,58,79,3,38,33,45,53,8,62,43,18,36,66,32,29,68,83,27,17,39,90,86,72,69,41,4,57,47,52,54,51,28,19,9,55,30,12,85,6,71,60,24,7,49,44
81,31,59,26,70,42,64,80,7,19,38,79,9,52,2,16,17,55,27,23,65,86,78,58,11,36,84,1,30,67,33,6,43,29,4,28,73,46,76,3,87,89,48,90,10,40,60,68,75,45,15,88,25,71,61,22,69,56,13,12,34,57,47,72,37,77,35,51,74,82,66,50,44,54,39,18,14,8,32,24,53,5,41,62,85,63,83,49,21,20
54,47,13,2,35,18,80,28,43,87,51,21,42,31,70,8,50,34,57,82,39,71,59,41,14,60,58,65,75,11,10,88,68,79,84,78,12,66,1,62,63,7,15,16,48,40,77,64,36,37,33,38,9,67,6,19,27,46,20,17,90,32,56,61,76,26,52,25,49,73,23,85,53,22,55,45,69,3,5,30,24,89,83,72,74,44,29,4,81,86
79,13,55,59,38,71,11,54,68,8,44,32,29,85,24,39,78,67,27,83,56,41,9,47,87,66,3,15,50,19,70,45,40,49,75,7,52,21,64,36,60,89,31,48,74,23,46,30,65,28,16,76,35,84,62,72,81,22,12,82,6,33,10,57,90,43,53,77,5,26,25,86,17,14,34,42,61,63,1,37,4,88,80,69,51,73,20,2,58,18
42,2,69,30,38,6,81,83,53,39,65,79,77,28,56,17,9,15,64,11,50,47,59,5,31,34,8,19,66,60,84,16,89,62,67,33,21,87,78,86,63,1,14,3,76,49,27,48,57,4,68,58,55,74,80,82,71,29,41,73,20,13,70,46,51,10,36,32,24,25,18,75,72,44,26,37,7,85,54,40,43,23,88,45,12,35,90,52,22,61
84,24,22,77,55,68,7,17,5,65,12,6,73,28,49,64,50,15,69,4,51,32,71,52,35,23,38,67,79,39,54,45,78,37,88,1,72,56,75,44,63,31,3,9,59,58,21,61,53,47,42,19,57,43,66,2,62,20,82,41,16,25,34,30,14,18,11,13,87,33,10,8,29,40,80,89,27,90,81,26,36,48,70,60,76,85,86,46,74,83
54,69,51,38,4,88,46,35,62,37,25,72,8,40,86,64,74,81,9,23,31,56,65,55,66,3,44,76,6,63,45,21,49,20,70,75,87,59,39,50,67,16,7,24,73,71,57,84,12,89,47,29,83,85,36,10,78,30,82,28,43,18,11,27,79,34,77,14,15,90,80,42,60,1,52,48,26,5,13,17,22,33,41,68,58,2,61,53,32,19
44,17,88,82,51,13,16,37,5,86,19,68,28,57,14,87,46,60,50,1,77,83,71,10,45,63,32,36,55,12,79,4,3,58,53,33,31,23,64,35,65,76,43,74,8,38,52,20,70,85,42,11,48,62,30,81,73,27,25,7,34,69,59,21,41,90,72,29,2,9,18,22,89,56,80,61,6,84,47,75,54,66,26,24,15,39,67,78,40,49
69,78,65,36,49,20,70,60,25,53,42,10,59,14,7,90,33,68,67,47,61,9,63,56,34,26,44,18,16,21,41,12,35,86,6,43,71,51,11,62,31,85,8,39,23,55,54,38,48,84,40,58,28,73,66,5,4,17,75,77,45,30,15,2,46,32,52,50,64,80,3,72,57,1,22,83,87,24,74,81,76,89,13,37,19,82,29,79,88,27
17,51,36,11,20,44,79,46,43,76,58,8,57,15,72,18,66,64,59,67,87,68,37,7,52,83,69,53,28,89,38,32,16,85,1,70,84,35,27,33,60,78,25,41,74,77,49,71,3,50,29,31,9,12,14,47,81,2,82,40,48,45,75,26,24,13,34,80,4,5,30,6,73,55,42,61,63,39,54,19,86,88,65,23,21,10,22,90,56,62
