50

15,14,23,22,29,41,5,2,43,50,44,34,48,17,32,7,49,1,45,21,42,12,11,38,35,31,13,16,25,28,10,33,18,47,30,6,40,27,9,39,19,8,46,4,20,3,37,24,36,26
9,1,43,25,22,11,23,5,13,45,15,19,18,17,30,26,7,37,39,32,42,27,12,31,4,47,46,41,20,50,10,6,34,3,35,16,44,38,48,33,40,8,21,2,24,36,14,28,49,29
49,8,27,6,4,30,12,39,15,13,33,32,44,14,17,9,5,16,47,28,25,29,23,48,18,2,50,42,40,34,45,46,1,26,38,41,37,19,10,31,7,24,11,35,21,36,3,22,20,43
10,27,38,23,20,21,18,47,42,46,17,25,36,5,43,4,50,29,45,39,26,2,31,48,37,3,22,11,28,44,49,40,14,15,34,19,16,30,41,8,35,12,6,9,1,33,32,7,24,13
10,39,11,44,43,12,38,31,8,7,13,45,1,36,48,46,41,42,5,50,22,29,28,24,34,14,17,47,26,20,6,25,2,3,30,49,23,32,16,35,4,21,15,40,19,37,9,18,27,33
35,48,32,27,3,25,30,26,22,18,37,1,47,29,36,9,28,33,12,34,11,21,15,49,23,42,46,20,6,17,41,2,16,44,14,19,8,4,10,40,7,39,31,43,38,13,24,5,50,45
34,41,42,13,4,26,5,16,25,7,29,45,10,23,19,2,24,14,36,43,17,40,27,18,39,32,28,35,1,44,33,9,47,15,30,22,11,50,37,46,3,12,31,6,49,20,38,8,21,48
41,7,29,15,26,8,38,50,24,22,42,43,31,2,4,20,47,46,11,23,32,44,25,18,21,14,45,13,48,40,35,27,19,49,34,9,37,33,12,3,30,36,5,28,10,39,16,6,1,17
25,39,28,30,5,27,9,20,47,32,49,29,18,21,15,42,33,45,50,35,14,23,16,34,1,11,37,17,46,19,36,48,22,44,12,24,26,7,3,38,13,31,8,2,41,4,10,6,43,40
8,6,36,22,27,20,44,31,15,12,46,39,5,18,41,28,29,37,47,33,40,11,13,19,9,24,3,42,38,14,32,7,34,30,16,35,23,26,48,1,50,43,4,17,25,2,10,49,21,45
12,30,41,40,32,43,27,9,24,25,46,36,29,15,14,21,48,47,28,42,7,39,11,20,17,45,2,3,50,5,6,38,31,19,37,1,16,26,10,44,4,49,35,34,22,33,13,23,18,8
1,47,50,4,33,31,10,7,23,2,14,16,24,13,3,12,20,6,5,32,17,8,38,34,48,11,41,35,46,36,29,43,28,25,26,37,27,15,44,19,40,22,9,30,21,18,39,42,49,45
46,39,43,21,8,45,50,48,40,47,14,31,12,36,20,44,4,49,3,35,7,1,2,38,13,27,18,26,5,42,24,23,11,28,22,33,37,17,19,6,25,41,30,34,16,15,29,10,9,32
44,15,23,39,46,17,48,42,3,36,9,43,49,20,22,34,38,16,7,33,29,10,50,35,14,2,11,45,32,8,25,1,27,19,30,4,12,13,26,37,31,6,24,21,47,40,41,18,28,5
42,35,32,4,10,18,34,24,11,29,2,13,50,21,20,25,40,26,37,6,19,9,45,12,31,46,3,28,44,30,22,47,49,43,48,5,38,14,17,7,8,23,15,36,16,33,1,39,27,41
47,31,5,30,22,6,48,2,49,9,4,39,12,37,25,24,33,21,18,15,10,38,29,45,14,46,23,26,11,19,7,43,8,41,17,34,28,44,36,13,35,27,40,50,42,20,1,3,32,16
32,18,35,44,12,20,45,34,1,30,15,14,9,33,22,40,48,47,26,25,16,50,19,42,38,10,36,39,17,43,4,46,5,41,8,28,3,7,6,27,31,21,49,29,37,23,2,11,13,24
43,19,41,18,42,9,17,27,49,5,12,15,32,20,7,25,46,47,48,16,22,33,30,4,45,37,50,1,31,6,14,40,3,21,38,2,24,35,11,13,44,23,28,8,34,36,29,39,26,10
34,10,39,9,33,49,38,30,15,17,2,42,48,12,50,25,46,5,16,20,22,45,19,1,11,35,18,41,14,36,31,40,8,27,26,3,28,23,44,21,37,13,32,24,47,6,43,29,7,4
23,34,44,5,41,26,25,33,36,4,31,39,28,11,18,2,6,32,15,3,7,45,38,8,16,20,21,40,50,37,43,30,35,24,47,17,12,27,9,48,29,19,42,22,49,1,10,14,46,13
11,42,27,18,17,39,41,20,16,40,25,10,19,13,1,46,48,2,33,14,47,50,37,36,7,5,15,26,31,3,38,12,43,44,23,30,9,8,6,22,35,28,21,32,49,24,34,4,29,45
11,17,5,21,10,30,3,16,27,45,13,1,43,26,18,31,36,33,23,42,28,46,32,47,48,24,6,50,29,40,19,34,9,12,7,49,41,22,20,44,25,38,2,15,8,14,4,35,39,37
12,9,18,1,16,2,22,20,4,6,30,19,25,14,37,27,42,11,40,5,8,48,49,41,31,24,47,26,39,23,43,35,17,3,7,13,50,33,34,38,36,45,15,44,21,28,29,32,10,46
28,26,32,13,15,24,47,20,39,9,1,6,30,4,3,34,17,29,19,2,38,46,14,16,48,22,10,25,37,18,5,11,50,27,45,44,7,40,23,35,36,21,12,41,43,49,8,42,33,31
49,15,29,2,5,1,44,26,22,46,48,31,23,19,24,8,13,11,42,34,3,33,12,35,36,7,18,45,40,39,17,28,41,30,16,47,10,4,32,20,14,37,25,6,38,21,27,43,50,9
39,29,20,1,17,15,27,14,13,3,7,19,48,36,4,30,37,9,21,34,40,8,23,47,22,42,25,41,35,2,28,49,12,44,50,38,24,11,26,43,32,5,45,6,16,46,10,33,18,31
35,25,44,33,26,6,29,17,5,8,3,11,28,31,14,16,24,32,20,47,30,27,34,40,21,12,18,1,4,19,49,23,2,48,43,15,50,10,36,13,42,45,37,41,9,38,39,7,46,22
47,29,28,45,10,4,40,18,15,11,22,38,35,16,36,24,26,1,37,30,32,43,49,6,48,27,44,8,13,33,31,41,14,5,20,23,46,34,3,21,7,12,42,19,2,9,17,39,25,50
21,44,43,13,14,35,8,9,24,15,41,26,36,46,7,1,29,20,12,6,23,17,31,10,4,49,42,47,18,34,38,45,28,11,40,30,48,22,37,33,50,19,32,39,16,2,3,5,27,25
41,30,6,27,17,36,12,7,47,16,48,37,43,40,45,34,1,11,25,28,42,18,5,49,23,38,50,2,31,13,21,19,32,10,44,24,3,8,35,26,33,29,46,9,15,39,22,4,14,20
24,42,25,23,45,9,5,20,2,38,21,14,27,6,35,41,8,15,12,17,32,3,31,1,48,16,19,22,43,40,13,36,49,39,37,18,28,30,10,26,44,29,46,34,50,7,33,47,11,4
4,18,50,7,36,9,30,22,41,33,35,38,8,46,11,34,25,48,45,26,2,28,40,10,3,20,27,6,16,47,42,21,39,12,32,5,1,14,31,19,13,17,15,49,29,23,24,43,37,44
16,45,21,8,19,49,50,27,25,33,38,22,26,35,20,39,24,12,1,43,3,42,36,15,37,18,34,23,28,7,30,48,11,47,41,31,10,14,32,44,29,2,13,46,4,5,9,17,40,6
44,5,1,16,23,50,31,49,36,33,10,6,38,15,13,12,40,11,20,25,41,48,47,2,39,45,24,27,28,30,17,18,8,37,42,46,22,19,4,26,29,7,43,21,34,32,35,9,14,3
11,4,23,14,15,42,29,25,36,13,18,48,28,34,17,20,2,35,26,9,44,6,30,38,22,41,37,32,45,31,10,1,50,19,46,40,43,5,33,8,49,39,24,21,12,7,27,47,16,3
8,33,18,3,48,6,41,20,25,46,14,5,34,22,4,19,12,38,29,36,43,2,13,21,26,27,47,15,49,23,28,11,37,44,42,32,9,10,17,7,31,16,50,35,40,1,45,39,24,30
2,34,7,47,16,13,36,44,42,40,23,29,32,1,9,22,50,37,20,6,10,5,49,26,24,43,38,41,45,27,35,28,30,14,4,31,39,33,8,21,48,11,46,25,19,18,15,17,3,12
22,45,15,47,43,23,24,9,1,21,7,38,11,39,40,42,26,12,28,27,41,50,10,46,37,16,36,32,25,13,6,18,4,44,49,3,31,30,19,48,8,5,33,14,35,20,2,34,29,17
