60

45,57,29,1,24,46,11,18,36,6,54,25,34,55,2,40,30,56,33,31,28,37,39,43,60,52,48,16,22,10,7,12,13,21,35,51,53,3,58,42,47,15,44,20,17,59,19,41,38,27,32,50,26,5,8,14,4,49,9,23
35,57,11,44,60,7,9,12,52,16,41,51,40,58,28,49,55,30,22,17,42,24,34,5,43,31,33,56,13,6,26,32,36,27,2,14,54,18,45,47,23,1,48,19,53,46,3,37,15,38,25,39,4,50,10,59,8,20,21,29
23,34,40,58,46,44,30,59,29,45,47,20,43,13,2,31,32,42,50,52,21,4,33,19,10,49,60,17,28,18,1,6,25,56,48,8,38,27,22,14,7,9,15,24,57,39,5,11,55,35,16,36,41,54,26,3,51,12,37,53
8,41,42,17,34,29,32,30,40,1,25,5,10,27,21,44,4,7,14,12,3,54,58,2,26,31,15,36,43,24,37,28,55,9,59,48,56,46,11,16,53,38,51,45,19,18,13,60,57,33,47,39,23,35,49,52,6,22,50,20
23,10,50,53,25,60,52,30,44,12,40,42,38,32,24,1,58,3,7,2,41,17,54,27,46,14,21,37,57,55,39,59,11,49,22,15,16,47,36,29,4,19,31,18,9,5,6,8,33,34,56,28,26,48,35,20,43,45,51,13
23,11,2,26,5,21,45,39,20,10,41,35,60,27,24,7,31,57,3,4,40,58,36,34,33,13,16,14,37,25,30,51,55,28,46,12,48,49,9,43,18,1,22,59,53,19,50,47,29,17,44,38,15,42,56,52,8,6,54,32
13,31,50,56,37,44,9,23,7,45,49,16,4,18,10,52,54,21,35,2,39,19,36,17,38,34,43,26,30,12,3,1,59,11,55,20,33,42,8,60,15,48,25,41,53,22,46,47,6,32,28,40,29,58,14,51,24,27,5,57
20,58,21,57,35,55,34,18,25,60,44,27,59,23,16,7,8,36,41,15,1,2,3,24,9,19,50,53,49,11,43,45,38,29,47,32,12,42,39,54,22,10,30,46,48,13,4,5,17,33,37,26,28,52,14,51,56,40,31,6
53,57,60,6,9,23,12,32,17,52,21,47,18,27,40,26,25,19,4,28,13,1,10,31,15,33,14,44,48,37,41,7,2,11,49,34,51,46,54,42,8,35,59,22,20,56,38,29,30,45,50,36,16,3,5,24,39,43,55,58
54,12,45,52,5,15,51,31,44,33,41,43,50,53,35,37,20,1,47,19,59,39,46,14,40,8,11,36,9,30,16,32,18,6,3,56,60,17,23,21,57,29,10,28,55,26,24,58,34,38,7,2,4,42,49,27,22,13,25,48
50,43,13,52,9,48,12,29,40,49,26,10,54,41,8,3,5,36,24,28,27,53,33,51,16,45,23,6,59,58,57,42,37,34,22,60,35,15,14,21,44,2,11,38,46,47,39,20,19,56,1,18,30,31,32,7,25,4,17,55
44,36,52,16,38,51,18,27,41,29,58,31,10,55,56,12,17,8,4,33,39,34,2,26,59,46,15,49,54,50,42,5,53,21,14,47,1,20,48,25,60,32,28,35,11,30,57,19,9,13,22,6,43,45,37,40,24,7,3,23
51,16,57,42,45,36,60,33,29,3,2,27,31,25,38,11,37,43,34,46,47,56,52,18,24,48,19,9,10,7,54,26,4,41,6,17,30,40,15,39,13,32,58,55,21,23,50,14,12,5,1,35,53,59,44,22,20,28,49,8
15,42,51,20,57,55,45,49,32,41,12,27,47,34,3,39,40,25,54,46,59,1,10,21,16,28,18,38,50,24,7,26,29,23,14,56,5,44,2,30,48,9,11,33,52,4,13,19,22,43,17,6,53,60,35,36,37,8,31,58
31,16,1,18,49,50,19,60,17,27,25,43,41,34,2,22,48,7,5,33,58,52,39,36,20,15,53,13,26,40,35,14,45,10,6,46,9,12,57,59,30,3,23,54,8,4,28,38,32,24,29,42,47,21,56,37,51,55,44,11
3,49,36,9,23,1,39,28,32,53,13,50,46,22,40,29,12,58,24,54,31,60,19,34,6,47,43,14,35,33,2,57,27,42,30,15,48,7,11,44,59,37,26,38,41,25,4,52,21,18,17,51,56,55,45,5,8,10,16,20
21,34,6,47,26,37,59,14,2,29,54,11,13,10,45,3,23,16,19,57,55,48,42,20,49,12,60,39,1,25,15,51,58,50,56,35,53,32,52,22,18,33,28,8,44,30,41,38,17,36,43,4,9,24,46,5,31,27,40,7
50,13,60,30,10,58,40,16,23,56,41,20,59,46,2,9,39,38,47,57,44,25,3,8,14,12,34,33,26,51,5,37,29,1,4,24,55,21,54,48,32,52,7,35,53,45,6,19,31,42,28,27,15,49,22,36,17,11,43,18
48,23,11,1,57,34,39,25,31,18,15,49,19,27,41,26,24,10,53,60,55,36,45,51,56,21,59,9,28,43,38,58,29,40,6,16,42,14,7,46,47,44,4,13,3,5,22,52,35,50,2,8,17,30,20,33,12,37,54,32
41,22,9,45,47,13,11,38,48,58,24,6,8,36,3,46,27,4,54,15,28,56,23,25,49,17,1,16,20,32,55,5,2,10,37,18,33,60,35,21,12,40,19,39,57,26,42,14,59,51,31,52,44,43,29,34,50,30,7,53
9,1,7,52,6,40,3,60,33,53,15,27,31,28,59,24,17,56,2,14,47,50,23,45,13,11,19,48,42,58,41,38,39,8,4,51,35,57,30,44,18,25,10,55,5,49,36,22,32,34,29,46,54,21,43,37,16,26,12,20
52,34,31,8,43,46,41,28,9,51,5,15,38,27,1,18,24,29,32,36,26,57,47,50,58,12,14,55,42,35,44,13,21,30,20,53,4,25,37,6,11,33,45,56,22,16,19,48,2,60,54,23,7,49,10,39,40,59,17,3
53,21,39,17,56,43,41,13,7,16,18,29,19,60,46,14,8,4,23,47,38,40,52,32,11,28,58,1,2,57,5,30,22,51,20,55,6,36,15,9,31,54,37,25,27,33,35,34,12,42,59,45,24,48,50,3,44,26,10,49
60,18,50,46,13,24,38,42,49,53,26,32,25,43,4,47,22,48,45,59,56,51,2,15,37,31,55,54,12,44,6,39,58,1,9,35,11,5,17,41,10,28,36,30,14,34,23,8,21,57,29,27,16,20,33,7,52,19,3,40
25,10,20,7,38,32,58,48,40,33,17,39,52,13,34,22,42,23,24,45,28,47,55,31,5,60,41,8,53,19,18,59,6,26,54,35,37,12,16,51,4,3,30,50,57,56,9,46,14,11,43,29,36,1,49,27,44,21,2,15
31,24,19,54,5,43,9,39,57,41,14,60,51,16,32,8,1,12,4,50,53,3,6,59,37,38,35,48,46,7,23,49,47,28,45,40,58,34,22,2,52,17,10,20,25,56,42,11,13,44,36,15,29,30,55,33,27,21,18,26
13,41,30,50,19,8,32,27,46,31,11,1,20,60,51,21,3,55,14,57,39,12,24,34,37,18,44,16,22,25,9,40,45,2,15,58,56,54,35,29,5,42,4,17,28,59,23,47,10,33,43,53,48,7,52,36,49,6,38,26
54,33,13,43,6,1,56,22,3,11,37,38,14,48,10,9,2,53,45,19,24,25,39,59,57,55,16,18,29,49,35,5,58,23,17,26,46,34,44,30,42,52,20,28,7,15,21,47,51,60,12,8,40,27,36,4,31,41,50,32
21,26,48,7,10,36,34,24,45,33,51,59,22,6,57,3,50,11,12,55,4,5,29,53,52,16,18,54,9,31,1,42,58,15,43,44,30,60,25,49,40,39,27,8,37,41,47,38,35,20,46,2,28,56,32,13,23,19,14,17
53,20,35,12,21,51,60,26,48,37,10,18,5,36,47,8,39,42,43,16,3,44,33,14,23,7,13,15,55,40,9,1,19,52,6,30,34,17,38,50,32,29,54,27,22,31,24,59,45,4,2,57,58,49,11,28,41,25,56,46
19,4,26,14,52,59,54,18,33,49,50,23,21,11,39,20,42,29,38,27,43,3,41,47,44,32,1,60,51,16,36,9,17,48,35,13,25,7,24,2,37,46,6,15,22,57,56,5,34,8,10,31,53,45,55,30,58,12,40,28
13,31,12,3,56,47,26,25,19,60,52,8,1,54,53,9,32,11,14,36,55,22,48,42,21,37,33,50,30,24,17,35,20,43,40,18,46,23,44,34,4,58,57,29,51,49,5,28,41,45,39,27,2,38,59,7,6,16,15,10
22,53,14,17,36,21,15,42,12,16,9,59,32,41,37,20,18,48,50,58,57,28,5,11,6,8,26,46,3,45,27,2,47,33,34,7,39,31,38,55,60,4,19,24,25,49,10,29,1,35,23,30,40,44,56,13,43,54,52,51
26,60,8,51,27,17,33,14,40,9,48,22,52,56,37,46,44,55,49,58,3,35,18,42,20,23,47,25,24,21,53,4,10,11,32,57,38,30,7,50,2,29,5,59,45,1,6,12,36,41,28,43,16,54,39,15,31,13,19,34
33,2,20,56,51,23,52,31,36,54,3,6,50,44,41,22,40,59,38,30,60,35,32,14,27,42,57,55,53,12,25,5,21,47,16,29,9,11,10,28,13,39,7,45,48,46,17,4,58,8,1,34,26,37,24,43,19,18,15,49
2,16,28,9,20,13,18,39,26,59,51,58,54,38,7,57,34,52,5,25,22,19,21,12,47,36,31,37,33,11,29,46,6,27,35,15,24,4,50,45,23,41,60,56,10,40,43,1,32,42,30,49,53,55,17,8,3,14,48,44
5,41,54,51,25,59,34,21,4,6,22,35,52,36,50,39,9,8,14,33,42,7,49,19,45,12,57,29,20,26,11,16,24,58,40,13,10,18,2,60,46,55,37,56,23,48,31,43,32,30,15,47,17,38,27,3,1,53,44,28
9,47,57,46,33,58,45,16,55,34,6,19,37,10,59,54,1,17,11,14,26,35,48,20,13,24,42,49,29,8,12,41,51,4,25,32,44,52,27,18,2,30,60,7,50,53,43,3,40,28,38,23,22,5,36,39,21,56,15,31
45,15,41,18,21,13,23,28,4,43,38,53,48,33,14,46,52,11,59,40,19,16,6,56,9,29,27,22,24,55,12,2,54,36,26,49,10,37,30,31,42,35,57,17,44,3,8,5,58,25,50,20,51,39,1,60,34,32,47,7
27,1,11,24,55,49,29,52,22,14,44,57,35,31,9,25,46,3,30,26,51,8,16,47,5,50,13,28,7,45,32,10,54,34,58,19,15,59,18,41,38,21,12,17,40,2,53,6,48,56,23,37,60,20,4,39,36,43,33,42
46,29,42,43,12,16,37,7,19,1,47,31,35,3,13,2,17,14,52,34,30,27,58,53,41,6,23,49,26,48,33,21,4,20,25,39,24,36,15,51,45,59,40,54,38,11,57,60,32,18,56,22,10,9,55,28,8,50,5,44
27,47,35,29,38,13,2,32,34,59,28,14,37,42,50,23,43,53,9,20,8,39,49,52,25,24,4,56,41,21,33,18,1,7,45,5,6,16,44,3,36,11,12,60,22,30,48,17,15,57,58,51,31,55,40,26,10,19,46,54
36,21,51,1,44,9,7,19,14,39,28,38,17,59,58,6,42,35,41,10,57,45,50,37,24,20,23,31,2,60,54,32,56,16,53,22,13,3,27,18,33,12,8,25,52,40,15,47,34,4,43,55,48,11,49,5,29,30,26,46

21,33,55,52,4,15,18,39,31,20,30,17,10,23,12,37,60,2,40,49,35,53,29,27,9,32,16,57,13,47,14,56,34,25,6,45,8,43,22,3,7,44,28,51,24,41,38,54,5,26,58,1,36,42,19,50,46,59,48,11
15,47,26,36,45,53,8,34,7,32,17,35,33,58,3,29,48,38,52,44,25,60,40,55,30,1,39,50,24,19,11,41,56,46,16,49,18,20,42,4,10,51,9,27,2,12,5,59,31,6,23,22,13,43,21,37,28,57,54,14
14,57,1,50,18,39,5,32,40,7,35,36,45,13,6,10,30,20,47,24,52,21,44,9,43,37,11,4,22,27,59,31,15,33,2,28,49,42,3,51,34,60,12,56,53,26,17,25,55,23,19,38,29,58,48,16,54,46,8,41
38,28,21,32,27,5,37,59,50,30,45,11,1,3,2,18,56,20,48,41,40,13,10,8,29,14,47,9,31,16,36,22,51,58,19,34,7,52,42,25,17,49,24,43,39,53,26,4,23,55,57,33,12,35,46,44,15,6,60,54
22,54,37,18,6,48,20,52,49,19,3,46,33,38,25,21,5,32,47,2,23,55,42,8,9,40,39,29,34,26,45,14,30,44,35,36,31,1,11,50,59,10,17,7,60,57,41,51,24,53,28,56,13,4,16,12,43,15,27,58
18,57,45,3,47,55,20,21,26,46,53,52,34,36,48,11,13,33,51,2,41,16,40,31,58,27,9,24,60,12,30,59,14,56,28,35,38,22,17,54,5,8,1,10,50,49,44,42,7,15,37,29,32,43,6,39,4,25,19,23
24,49,3,11,22,33,43,34,44,59,29,39,15,54,55,31,56,30,9,36,45,4,1,41,48,16,25,2,21,46,58,27,12,37,40,28,51,26,57,42,38,17,18,7,19,10,50,6,14,5,20,32,35,60,13,52,8,23,53,47
34,40,33,45,48,29,16,49,37,57,22,51,2,8,9,56,3,41,58,13,46,43,19,14,60,32,15,20,42,21,39,54,17,27,25,30,11,35,47,24,1,7,38,18,23,6,10,4,36,44,50,26,31,59,53,5,52,28,55,12
56,6,57,35,46,52,48,12,9,27,54,25,50,41,51,60,23,15,55,30,14,44,31,58,36,21,53,37,7,22,13,43,49,28,29,8,42,45,39,11,18,34,47,1,33,40,10,59,38,3,5,16,4,17,20,32,19,24,2,26
16,45,8,52,56,10,40,33,50,35,21,12,4,44,13,32,26,39,18,55,25,57,9,28,3,30,47,7,53,37,15,34,22,49,23,19,60,41,29,5,24,31,43,17,58,48,38,36,20,14,1,54,59,6,46,42,2,27,51,11
49,12,10,30,38,26,17,54,40,45,19,53,44,43,35,52,25,51,13,18,36,31,4,58,37,20,8,24,29,42,23,14,6,27,32,3,41,2,22,39,59,55,21,15,28,7,56,11,60,47,9,5,48,50,16,46,57,34,33,1
5,57,29,48,40,14,2,39,10,43,26,42,11,15,60,1,44,51,22,18,32,20,19,12,8,13,36,52,31,49,33,21,55,53,58,30,46,34,54,37,41,28,45,24,16,47,4,50,3,17,38,56,7,27,25,6,59,9,23,35
44,23,18,1,49,34,45,58,39,25,48,33,26,59,60,57,2,27,40,37,38,43,16,14,6,9,55,28,54,12,15,19,20,41,17,4,29,13,5,30,32,22,53,50,11,42,8,21,31,7,3,10,36,47,52,24,51,46,56,35
43,58,22,30,21,7,56,46,54,1,26,35,33,8,40,24,10,17,36,20,9,15,44,29,2,49,25,41,59,52,27,38,16,28,37,18,47,42,14,57,4,60,34,6,19,48,32,12,23,3,53,50,5,55,45,31,13,39,51,11
15,19,24,37,12,5,2,28,58,13,4,3,10,35,40,36,56,16,54,51,14,6,38,60,29,50,8,25,59,39,42,34,7,27,1,46,31,20,18,21,53,33,45,32,41,52,55,43,47,49,22,44,23,48,11,57,9,17,26,30
57,31,50,35,30,32,23,14,42,60,46,7,44,58,26,55,41,28,39,47,15,54,1,6,48,22,36,24,56,38,34,3,19,16,13,12,53,40,37,17,8,9,10,52,18,51,4,45,25,27,33,5,49,21,11,2,59,20,29,43
19,49,4,53,45,43,5,54,9,37,39,44,18,15,33,1,40,30,11,26,38,59,16,52,6,14,41,23,31,46,8,34,3,57,7,22,51,50,58,29,24,12,20,60,32,21,55,56,48,35,25,13,36,10,28,17,2,47,42,27
26,50,24,34,36,31,41,45,19,12,3,35,60,22,32,39,43,13,11,15,53,27,47,54,51,21,48,57,1,56,4,59,49,10,55,40,37,2,28,23,29,46,9,25,42,8,58,17,5,38,33,18,30,44,16,7,20,52,14,6
51,3,58,42,34,32,60,17,52,43,48,40,8,18,59,30,36,55,27,15,23,56,24,44,9,39,57,50,47,33,41,14,29,16,1,11,35,45,19,5,2,31,28,54,21,12,22,6,37,7,53,38,49,20,46,26,13,25,4,10
7,22,35,9,16,42,53,45,1,47,38,32,50,27,51,8,12,30,28,41,13,25,44,14,6,31,54,59,55,2,39,26,48,4,37,24,17,34,49,20,36,11,46,5,21,10,40,52,29,57,58,43,33,23,56,3,60,19,15,18
46,10,11,22,8,55,57,7,3,23,13,60,43,31,19,12,42,54,51,1,58,44,15,36,30,39,35,56,34,9,50,14,29,28,48,38,18,33,59,4,40,52,53,21,24,49,6,45,41,16,2,26,27,32,47,17,20,37,25,5
27,24,19,15,53,45,59,9,34,32,4,17,12,35,14,25,31,7,36,39,41,29,42,23,1,43,3,57,2,16,52,10,47,50,13,44,28,21,18,22,40,48,11,26,55,33,60,51,37,30,8,38,5,46,58,20,49,54,56,6
16,39,53,28,24,32,6,35,45,11,20,3,7,41,13,30,38,59,43,10,22,57,25,40,48,15,44,23,21,52,19,27,50,2,49,42,12,36,14,34,33,8,56,51,18,4,46,9,37,31,26,29,5,60,54,58,47,55,1,17
23,22,42,9,2,19,54,25,47,48,36,6,44,30,38,17,10,15,26,14,24,32,11,49,7,1,43,33,31,51,56,39,35,18,3,8,57,46,28,5,4,12,27,45,50,40,16,52,13,53,60,21,20,34,29,37,55,58,59,41
40,48,60,55,54,2,29,56,1,35,51,19,53,13,10,32,6,52,14,44,37,9,5,43,18,57,17,4,11,7,59,25,12,33,42,41,3,22,16,34,23,47,24,15,45,21,27,36,30,20,26,58,46,31,38,8,39,50,49,28
15,55,4,32,48,11,12,45,26,30,28,58,13,35,41,47,54,53,40,31,56,29,5,20,51,38,34,36,57,49,21,46,59,37,25,2,43,18,7,52,50,1,8,42,33,16,24,10,39,6,44,14,23,27,17,60,19,22,3,9
55,50,15,34,44,59,10,6,52,13,54,31,21,9,1,16,51,22,24,35,32,26,45,36,20,23,25,3,53,43,11,40,58,18,38,30,28,49,8,14,5,39,47,2,46,57,42,19,48,29,17,33,41,56,60,12,4,7,27,37
4,21,25,34,16,3,32,36,7,50,45,37,24,18,44,49,51,12,54,42,5,29,56,33,23,57,40,20,47,11,55,2,1,43,52,8,38,53,30,59,9,27,35,60,31,28,10,48,46,17,39,22,13,41,14,15,26,58,6,19
9,35,33,53,24,11,2,18,45,23,46,36,3,58,39,38,8,7,56,57,19,16,5,17,54,4,49,51,59,48,25,32,30,12,50,55,27,60,6,14,1,20,37,31,41,15,40,22,34,10,13,52,21,26,47,42,44,28,29,43
35,50,7,14,8,9,12,55,5,36,22,18,4,32,19,11,44,59,39,60,37,48,41,29,26,10,58,31,13,21,27,45,2,6,33,23,56,16,1,40,47,52,49,25,53,28,46,42,51,3,15,43,17,38,54,57,24,30,20,34
10,6,13,31,4,55,9,28,2,47,8,43,16,46,11,56,39,30,12,34,59,58,27,40,38,21,37,36,23,3,44,42,14,18,25,53,50,19,41,22,52,32,35,54,15,20,48,45,5,29,57,51,60,49,24,1,7,17,33,26
31,38,15,23,16,19,48,30,51,59,39,18,47,1,42,27,26,40,21,56,8,37,29,33,53,36,45,10,41,52,34,57,60,43,50,25,12,7,55,58,13,17,22,28,9,24,44,49,11,2,20,46,35,54,14,4,3,32,5,6
50,38,17,13,3,29,28,16,9,49,2,36,33,26,23,10,8,11,7,5,32,60,47,39,35,27,20,1,14,34,55,12,41,46,15,37,51,4,6,30,48,44,19,24,21,43,42,56,18,54,40,58,25,59,57,31,45,52,22,53
3,48,47,1,24,9,40,28,30,49,8,23,58,16,14,50,51,59,56,26,29,60,33,38,45,22,54,2,37,6,43,7,34,5,15,42,57,12,44,39,19,53,35,21,18,52,4,36,25,32,13,55,41,46,10,20,17,27,31,11
36,39,25,43,14,17,41,24,37,8,59,10,57,46,11,54,53,1,20,5,19,30,16,60,40,50,22,32,12,48,58,3,4,34,2,44,31,26,28,47,21,33,38,27,45,56,7,52,18,55,51,23,6,15,9,13,42,35,49,29
52,41,36,44,33,14,20,48,51,5,57,29,30,18,54,59,1,16,23,12,26,17,42,50,55,6,35,38,3,25,11,34,45,31,53,46,2,22,32,7,24,47,28,8,37,56,21,49,15,27,4,13,43,9,10,39,58,19,40,60
4,57,53,31,34,46,30,14,40,13,18,38,9,44,54,11,25,42,23,2,12,36,20,52,48,35,3,1,24,7,6,26,16,43,21,50,29,49,41,5,10,37,60,32,45,27,51,28,17,59,19,33,22,55,58,39,47,8,15,56
56,53,4,50,8,26,15,47,13,18,58,6,36,35,21,22,41,33,29,17,60,20,10,38,55,30,42,43,9,44,40,57,19,7,16,31,25,49,14,51,27,3,23,37,46,2,34,39,48,59,28,11,32,24,12,52,45,5,1,54
58,27,36,41,38,57,31,12,52,60,20,5,19,22,53,47,33,24,42,21,46,32,1,18,15,11,14,13,29,3,16,49,6,2,28,8,45,55,4,17,26,43,35,51,44,59,23,7,40,54,48,9,10,37,34,25,50,30,39,56
29,22,52,7,38,25,16,57,32,35,41,58,54,33,40,11,21,51,28,50,39,10,26,48,18,13,42,4,34,19,20,8,15,46,59,12,43,45,3,36,37,24,49,30,47,56,17,23,1,9,2,6,60,5,55,14,27,44,53,31
41,9,43,17,24,46,14,49,21,19,48,34,36,3,8,22,35,18,33,13,6,39,4,42,51,5,28,44,29,50,54,26,15,25,47,20,38,37,2,11,59,57,27,1,16,23,40,56,10,60,12,32,45,7,31,55,53,52,58,30
34,51,31,9,24,40,14,47,10,2,59,39,11,18,43,6,54,16,49,7,46,29,21,42,38,20,35,17,28,4,19,53,3,5,25,27,23,13,41,15,48,52,57,8,1,32,33,50,12,30,60,26,55,37,56,22,45,44,58,36
13,56,14,53,4,19,47,43,45,49,37,24,46,42,38,60,59,29,31,11,32,21,18,54,52,9,41,12,51,10,5,58,8,39,26,3,25,36,48,28,50,22,34,30,7,16,40,17,15,55,33,35,1,23,57,20,27,44,6,2
15,35,38,54,47,40,41,46,3,6,60,7,4,2,55,58,23,34,48,17,26,42,53,13,12,57,11,18,14,1,43,56,24,28,20,52,16,19,9,51,32,50,8,25,27,45,36,49,5,29,22,21,59,10,30,31,39,44,37,33
19,40,30,36,26,56,20,9,23,35,15,16,49,17,18,11,29,5,47,37,7,4,3,10,14,45,50,28,41,8,48,42,53,44,59,21,52,39,25,38,60,43,22,13,57,6,58,32,1,33,12,55,24,2,27,51,34,54,46,31
57,32,33,46,44,2,23,59,4,41,15,12,36,20,27,6,9,26,16,1,48,56,25,52,51,29,7,8,28,45,43,35,19,34,24,21,39,54,38,22,3,60,50,10,40,42,58,47,18,13,37,14,55,53,49,5,31,30,11,17
57,10,19,22,40,38,58,37,54,50,20,16,27,59,46,25,4,15,51,12,26,43,33,30,41,44,55,36,9,1,31,18,48,17,21,11,39,2,60,45,7,53,52,56,34,5,3,6,8,29,13,32,23,35,49,42,28,24,47,14
39,59,42,38,21,51,2,41,54,24,57,5,27,16,20,52,6,60,55,10,30,44,13,12,50,26,36,58,37,22,4,23,11,33,31,28,45,14,9,32,48,25,46,7,35,40,56,8,17,15,19,1,49,43,3,18,29,34,53,47
17,28,1,37,40,11,2,15,20,34,29,25,14,35,42,47,45,27,36,60,38,16,26,50,52,57,18,3,12,49,44,6,4,39,19,23,56,8,7,22,48,59,13,58,54,10,5,30,41,43,33,32,53,24,46,21,9,51,31,55
10,18,6,19,15,14,57,36,53,3,11,21,38,25,29,41,28,54,1,45,12,30,51,7,13,17,23,31,5,33,43,48,40,34,35,47,24,16,39,26,20,9,22,56,59,2,58,55,42,49,8,32,60,50,46,52,37,4,27,44
14,42,24,2,60,22,56,43,47,38,35,23,18,48,27,45,12,34,58,52,29,5,3,6,30,8,36,40,46,9,16,54,7,51,32,53,17,15,26,41,37,57,50,28,49,20,59,25,21,11,44,55,19,13,39,1,4,31,10,33
48,21,42,51,56,44,5,17,30,36,27,47,41,55,33,32,52,28,11,20,29,57,45,58,50,25,59,43,16,53,40,39,2,10,14,24,3,15,37,46,22,49,6,9,38,60,13,23,4,7,35,19,34,26,12,1,54,8,31,18
4,20,30,49,58,37,28,12,3,16,55,59,46,22,54,34,40,26,60,25,53,1,10,15,56,57,33,13,24,38,52,31,47,17,6,19,23,41,21,14,39,29,32,45,42,50,2,51,36,5,8,48,11,7,35,27,9,44,18,43
2,5,11,21,32,26,44,52,8,54,38,48,27,49,18,10,58,37,30,42,53,15,55,36,50,34,47,45,22,25,43,35,13,28,3,16,6,60,14,24,41,12,29,46,57,40,56,20,19,4,31,7,51,39,59,1,23,33,9,17
52,2,7,33,18,11,45,48,12,56,14,38,31,20,28,6,8,9,55,25,13,3,39,24,22,30,60,21,47,40,42,23,51,41,49,54,35,32,46,19,58,44,16,53,15,36,59,27,17,34,5,37,43,57,50,4,26,1,10,29
56,35,20,53,8,23,10,28,3,16,29,5,18,17,50,41,19,46,6,51,13,54,9,4,60,59,27,14,47,7,25,33,12,30,36,52,45,2,38,21,1,31,34,26,44,11,42,55,37,57,39,58,24,40,15,32,49,22,43,48
