100

23,97,60,93,42,85,65,69,45,43,82,71,2,3,52,13,73,68,46,79,88,31,94,67,90,12,91,98,27,53,37,70,74,59,92,39,40,29,10,44,95,75,80,30,18,99,56,62,81,6,7,5,35,41,58,16,54,34,9,61,96,36,4,47,38,77,15,33,57,86,17,8,64,63,24,21,78,22,76,14,51,32,20,25,49,50,11,87,66,100,1,83,28,19,72,48,55,26,84,89
89,42,1,19,55,15,51,36,69,64,100,9,57,31,84,78,32,46,33,85,65,96,63,82,54,3,16,61,10,87,43,28,70,59,39,24,66,17,72,41,92,13,8,30,45,4,48,49,22,90,21,40,93,34,74,77,7,50,58,29,99,68,25,2,95,75,86,98,37,83,97,38,60,44,6,5,91,94,76,20,26,67,62,18,11,27,14,56,53,88,81,12,47,52,80,71,79,23,35,73
34,18,15,79,26,98,66,57,33,45,5,7,69,16,72,89,55,25,38,39,36,56,73,74,67,10,46,71,17,51,92,59,84,19,3,60,100,53,11,94,14,97,62,52,77,22,78,2,63,23,54,61,1,80,50,95,82,6,70,12,65,76,31,9,35,64,49,37,30,88,75,41,58,4,20,86,90,91,13,93,42,81,21,27,32,24,87,47,96,44,43,85,8,68,48,83,40,28,99,29
3,18,40,11,23,51,46,64,70,42,48,71,74,41,85,80,67,34,59,37,20,89,6,1,47,9,26,97,61,95,96,14,63,38,79,36,31,22,69,87,72,86,78,56,5,27,53,77,29,57,58,62,68,49,93,32,15,19,43,73,12,50,91,54,33,24,82,16,99,98,60,17,66,39,28,25,81,55,84,94,2,13,88,52,7,90,35,8,92,21,75,65,44,4,76,30,83,100,45,10
8,41,60,69,51,20,87,96,83,67,14,94,3,42,90,85,34,89,71,36,43,32,31,54,70,100,98,84,97,72,63,28,92,5,37,39,11,82,93,2,53,57,78,44,24,23,4,19,12,59,56,58,29,21,91,80,1,17,13,30,88,10,16,79,77,46,86,9,18,27,35,50,68,95,62,47,61,81,48,99,15,33,73,64,40,38,75,45,7,65,26,49,25,55,22,52,6,66,76,74
63,34,76,16,70,1,79,12,27,66,23,64,74,81,26,59,5,15,50,36,62,97,95,32,17,93,60,28,85,31,44,13,56,87,61,8,75,6,68,99,90,78,54,35,10,84,92,29,48,73,20,86,45,77,58,21,2,53,4,71,40,82,52,98,49,33,14,18,41,91,9,19,83,38,57,37,69,80,96,47,43,88,7,24,11,3,67,72,30,42,22,94,89,100,46,65,55,51,25,39
9,40,81,68,11,67,42,100,93,92,26,98,23,30,38,22,89,80,47,31,63,97,84,64,91,99,66,48,52,75,50,56,88,46,77,94,69,53,12,58,35,19,44,90,95,55,83,27,37,34,72,1,14,3,29,86,74,61,49,18,73,51,60,76,16,87,10,13,57,65,36,78,7,28,25,15,39,20,24,41,2,8,70,71,21,17,96,59,33,62,43,45,79,5,32,82,85,54,6,4
66,31,35,36,38,4,67,51,8,37,71,47,16,24,91,78,7,19,32,12,85,82,83,61,33,70,20,64,30,52,74,96,92,2,17,23,41,63,60,29,88,94,54,39,14,93,59,34,15,21,62,73,77,95,18,90,69,46,68,75,13,44,28,89,80,72,11,40,22,26,53,65,99,97,3,98,86,45,58,49,84,10,56,43,76,1,42,5,87,48,25,57,100,79,27,50,55,9,6,81
10,76,64,16,46,89,32,69,65,39,19,56,54,34,17,82,43,21,37,72,55,28,12,92,5,79,24,80,99,30,18,81,45,93,41,36,26,58,63,49,4,33,91,60,100,62,40,35,57,48,1,67,85,71,9,23,3,7,66,77,53,44,96,42,47,6,75,31,15,20,51,70,11,8,13,14,74,29,52,84,88,38,59,22,87,94,50,78,25,73,90,27,86,95,68,97,98,2,83,61
75,86,67,54,56,42,65,58,44,96,5,36,64,23,66,72,48,16,68,62,19,30,83,25,85,94,45,4,88,61,17,51,69,39,74,78,76,38,11,14,63,87,15,22,6,40,33,32,79,29,34,24,80,43,47,21,59,98,46,73,89,77,27,82,35,95,53,2,13,8,90,12,70,100,3,10,1,31,84,81,37,60,41,49,18,9,7,91,57,92,55,50,99,20,93,71,52,26,97,28
87,42,32,51,47,3,84,78,41,16,56,69,80,17,38,95,15,97,45,1,22,94,33,27,8,77,61,81,34,54,10,20,52,65,71,14,75,28,66,55,5,74,46,40,25,49,57,68,4,23,18,44,90,48,64,93,12,83,73,82,88,31,43,21,96,6,29,9,63,60,91,2,19,7,98,67,59,24,11,53,37,70,79,76,92,26,89,35,85,99,86,62,13,36,58,30,100,72,39,50
87,58,4,10,98,44,72,67,97,55,94,14,73,99,53,81,84,28,48,17,33,76,90,37,82,62,60,34,24,83,64,43,50,35,26,7,63,27,75,11,79,45,41,15,93,3,1,96,22,91,89,32,68,56,95,23,66,25,74,59,100,31,8,20,52,30,88,71,57,42,21,38,92,9,69,46,70,80,86,61,49,85,2,12,6,18,16,78,36,19,13,54,77,65,5,47,40,51,39,29
1,7,20,6,36,28,48,68,24,80,100,90,4,56,32,19,12,18,74,64,47,33,22,69,35,46,41,84,79,93,23,97,42,3,25,63,38,91,87,39,2,99,14,27,21,72,30,96,65,43,49,75,13,89,98,52,57,31,45,81,26,10,78,88,17,92,53,50,86,9,37,59,70,60,51,66,73,95,76,77,71,85,82,67,29,62,8,94,55,58,61,54,16,34,83,40,44,15,5,11
54,79,57,84,28,73,13,49,95,29,81,87,8,3,69,58,10,55,83,76,15,22,47,26,39,63,35,96,86,4,11,62,64,99,25,78,38,98,92,90,9,32,37,1,88,18,20,56,42,48,61,41,24,31,60,23,59,33,65,52,100,21,97,67,89,6,19,34,44,66,43,93,50,68,45,70,74,30,75,51,77,27,53,91,85,82,17,2,5,16,7,72,36,40,71,80,94,14,12,46
63,47,14,76,66,53,85,10,79,48,60,56,55,37,26,65,23,73,92,94,89,21,17,97,35,12,54,15,2,24,69,39,16,71,88,5,93,72,38,32,7,61,40,44,95,75,84,25,91,46,77,27,98,9,19,30,36,50,43,4,86,58,51,42,29,8,49,6,45,20,100,18,64,67,3,28,90,22,33,96,41,82,57,78,83,70,13,1,87,34,80,99,52,31,59,81,68,62,11,74
11,38,40,55,19,5,20,9,33,82,61,6,10,79,62,76,25,22,1,34,37,53,43,46,89,13,87,21,77,60,64,41,26,18,95,45,23,96,24,35,84,17,81,74,7,48,29,83,93,65,88,98,71,28,2,73,91,4,16,44,78,100,32,85,8,50,15,31,12,99,68,75,97,90,58,59,66,67,36,14,80,30,49,72,92,39,56,42,63,69,94,54,70,86,57,51,47,3,52,27
42,66,14,87,71,73,52,31,32,30,59,9,27,39,20,76,26,95,53,80,57,41,65,13,99,77,58,11,24,55,5,8,79,16,34,36,7,47,49,89,85,3,75,84,23,100,63,15,2,18,92,22,54,17,45,86,93,35,67,68,10,78,72,61,90,70,28,62,94,91,60,46,43,19,64,37,56,50,98,21,69,83,29,74,81,82,97,44,4,1,88,38,25,6,48,51,33,96,12,40
1,91,96,56,48,86,47,51,35,52,31,49,44,94,33,18,38,5,55,72,13,20,70,60,26,3,73,84,98,14,71,7,100,24,69,76,63,23,74,30,85,61,99,68,64,4,77,78,27,42,43,54,88,34,10,8,75,6,50,29,19,95,53,87,21,58,16,17,22,62,41,66,37,57,59,15,32,9,25,81,45,93,40,97,39,12,67,2,82,92,83,46,65,11,90,36,80,89,79,28
18,39,79,76,40,63,60,74,15,71,35,73,81,14,20,97,56,27,21,70,52,32,64,66,57,59,65,67,24,7,49,58,48,50,44,8,17,78,16,95,9,5,22,98,91,26,2,1,38,94,51,10,89,34,90,100,13,46,77,96,54,88,6,61,53,23,42,55,36,84,12,47,72,75,37,68,4,3,80,69,19,28,93,29,43,85,92,99,82,25,41,45,31,83,87,33,30,62,86,11
75,88,93,28,70,11,45,96,52,34,83,18,25,73,22,19,87,9,31,91,51,7,94,48,6,49,56,78,71,23,8,62,43,53,41,84,26,47,76,99,39,29,90,66,33,46,13,21,95,36,68,35,98,77,3,4,82,79,20,14,81,37,100,65,86,10,42,69,24,63,15,5,58,44,16,57,30,2,55,17,27,32,92,72,54,64,74,61,38,85,1,12,89,97,50,60,67,59,80,40
66,37,21,70,82,3,63,55,44,90,17,52,80,29,57,58,12,14,64,83,16,31,98,71,25,72,74,43,24,42,89,2,50,20,69,91,95,38,65,100,27,68,79,10,9,84,7,93,26,48,8,92,62,76,35,49,41,18,11,78,23,4,53,47,54,59,87,19,6,56,13,45,77,99,73,32,28,60,22,40,97,94,39,88,34,46,96,81,5,51,86,67,85,30,36,61,33,1,75,15
20,61,37,3,9,52,63,43,36,10,12,76,92,34,42,70,31,45,60,66,55,72,27,71,26,67,58,86,38,17,6,4,75,8,73,98,15,89,46,59,51,83,68,21,16,94,62,74,80,13,97,5,85,88,57,2,29,95,91,1,40,19,81,28,22,96,49,100,47,11,24,65,30,53,93,32,23,82,7,35,79,39,78,44,69,18,25,14,56,99,90,33,50,48,77,84,87,41,64,54
64,9,26,43,7,95,10,98,29,66,55,72,49,85,51,57,91,79,24,23,41,77,18,42,17,13,44,30,89,86,84,82,62,48,81,47,76,37,31,93,16,22,15,70,4,87,32,96,25,21,67,54,33,56,8,38,36,2,5,75,90,3,100,71,60,11,1,80,46,28,99,58,88,12,6,83,74,61,97,73,63,35,53,65,92,52,20,45,27,40,59,14,34,39,68,94,50,69,19,78
3,23,49,26,4,94,100,47,38,83,15,46,89,84,61,37,78,11,93,34,64,59,55,31,28,74,25,60,36,90,58,95,70,41,50,29,43,35,17,33,6,91,69,87,1,88,2,22,99,39,81,68,77,18,57,67,12,5,75,79,53,72,7,54,10,42,40,45,52,13,82,73,98,86,51,96,65,76,32,8,92,97,71,20,27,19,80,63,9,44,85,16,14,48,30,21,24,62,56,66
46,82,96,78,12,2,13,20,43,17,51,97,77,58,79,55,59,18,35,31,86,19,95,37,92,68,32,23,5,75,98,71,93,76,73,34,45,38,91,87,1,66,74,24,47,72,90,94,26,30,49,28,4,9,89,61,88,50,22,81,44,41,15,100,21,63,52,42,65,40,53,25,14,57,84,8,11,69,39,60,6,62,64,56,85,54,33,10,16,27,83,7,3,99,70,29,80,67,48,36
88,29,28,63,53,52,16,39,54,20,57,11,87,84,27,10,59,85,100,7,8,95,5,86,4,2,70,3,25,79,9,99,12,72,82,81,78,17,94,45,44,49,30,58,89,34,83,90,64,74,14,1,60,76,50,43,47,69,67,93,21,46,75,92,77,36,42,96,80,73,38,56,41,15,66,31,51,62,68,13,65,98,26,91,6,24,23,37,48,18,97,22,32,19,40,33,35,71,61,55
85,74,98,86,37,83,61,65,19,64,42,80,24,11,46,84,3,89,40,94,26,5,36,97,15,95,30,78,45,62,73,16,7,14,21,25,93,88,8,50,63,87,47,35,4,49,23,75,9,13,53,32,1,51,82,67,6,71,92,81,100,41,60,96,20,44,52,79,91,28,18,48,76,27,58,99,69,59,22,70,39,10,43,38,56,31,33,2,34,68,17,54,90,55,66,29,57,77,72,12
44,86,21,19,84,20,56,43,71,45,42,92,23,88,36,18,4,11,99,40,80,77,38,95,69,39,53,10,70,49,15,82,12,59,31,58,14,13,6,37,79,93,25,30,64,100,50,91,3,2,48,22,94,33,47,73,57,78,32,27,29,34,41,5,7,97,28,60,74,66,81,96,90,8,83,89,68,75,72,46,67,65,26,63,16,87,98,54,85,52,51,61,9,17,1,62,35,55,24,76
74,28,45,67,63,43,71,97,60,6,82,38,55,36,24,70,90,58,7,26,3,25,14,48,10,99,91,42,92,27,59,68,95,56,40,20,18,9,53,23,78,22,35,17,84,93,49,54,65,12,47,8,76,21,44,19,32,80,87,81,66,31,37,13,88,5,83,4,16,86,73,52,94,11,79,34,50,61,46,30,69,33,62,51,41,15,64,29,96,2,77,100,72,98,1,75,85,39,57,89
43,11,86,21,52,41,53,32,69,24,83,66,25,31,90,74,47,61,12,16,96,19,51,28,8,37,4,77,88,13,1,44,26,46,34,85,55,7,27,95,23,38,59,22,17,89,5,49,91,99,98,9,87,3,64,84,18,92,2,36,57,65,42,58,14,100,33,70,60,30,62,39,78,73,29,67,54,35,71,6,45,50,48,72,15,97,80,10,20,81,94,82,75,40,56,76,68,93,79,63
