70

48,34,49,27,4,26,42,16,2,31,63,17,66,20,21,47,25,15,41,44,58,11,61,70,32,5,52,6,7,13,23,9,29,51,60,38,22,56,19,43,36,62,54,37,33,69,8,39,55,57,10,30,65,40,12,28,1,35,53,59,68,67,64,46,14,3,24,18,50,45
7,10,13,11,17,51,32,29,6,47,33,9,53,64,50,20,62,1,25,36,19,67,38,44,26,3,68,43,58,35,61,66,57,5,52,56,42,30,24,46,37,39,31,65,12,8,54,23,60,63,49,69,21,55,28,27,40,18,70,48,4,41,16,34,45,2,15,59,22,14
5,30,27,58,21,62,10,15,8,53,51,42,34,55,49,2,44,52,68,17,7,29,38,40,37,47,9,36,18,69,48,26,43,59,45,41,32,35,50,70,23,33,6,24,4,63,57,67,28,39,20,61,22,46,19,12,1,56,14,16,13,64,66,25,3,11,65,60,54,31
8,53,39,69,27,30,62,19,1,41,66,51,58,25,34,50,44,36,46,3,56,63,68,60,65,59,57,43,9,10,55,17,38,37,40,24,11,2,42,5,45,14,7,28,61,35,4,67,20,23,29,18,22,48,64,70,31,13,16,33,47,54,26,21,32,52,49,12,15,6
43,58,66,53,48,22,38,70,3,34,18,47,56,62,24,50,36,27,67,60,68,41,61,37,63,52,33,7,6,1,21,10,16,9,31,45,14,5,15,2,13,54,35,57,69,19,29,51,39,44,42,30,46,23,8,17,11,25,59,64,49,4,55,12,40,26,20,28,65,32
35,36,24,21,67,27,2,17,20,30,51,63,62,57,59,12,39,10,54,48,44,56,23,65,70,40,3,49,43,37,26,7,29,6,41,1,61,60,69,47,13,11,19,53,28,32,34,9,45,33,64,58,46,18,50,42,22,68,15,52,4,16,38,25,55,31,14,8,66,5
60,42,21,30,38,40,46,57,29,68,5,26,58,16,27,44,59,55,50,53,45,23,32,64,19,17,48,47,63,22,51,20,18,4,67,43,41,9,12,13,31,7,65,35,49,62,28,66,25,1,10,33,36,24,8,37,69,39,70,52,61,6,3,14,56,11,2,34,54,15
50,10,49,27,43,54,11,33,12,16,14,25,53,46,15,23,65,66,9,59,8,3,13,47,42,60,2,19,7,68,41,1,26,36,58,64,5,56,69,57,67,51,61,31,4,39,30,45,38,35,17,21,44,62,18,29,22,37,34,52,70,28,55,32,40,6,24,20,63,48
38,23,9,49,5,17,70,33,28,56,21,51,22,54,41,57,32,13,20,65,15,52,47,6,36,26,43,11,60,69,27,63,53,35,67,7,58,46,29,62,40,45,31,30,8,39,19,37,14,12,4,18,42,1,24,34,59,68,2,61,50,3,25,16,55,48,44,10,66,64
5,57,27,35,67,2,13,31,59,45,23,34,12,8,58,51,11,47,63,41,26,19,54,60,3,52,15,42,69,36,6,4,24,22,9,16,7,10,25,65,28,70,62,33,29,64,49,44,21,18,17,1,30,50,53,39,38,68,43,14,37,40,20,56,66,48,61,32,46,55
43,36,69,29,38,65,25,10,18,11,44,30,8,13,55,9,52,48,54,60,24,39,12,4,17,62,3,27,22,63,15,67,7,42,70,66,68,5,19,51,2,56,1,16,50,49,47,46,21,37,53,35,23,26,32,45,33,64,6,14,40,20,41,61,57,59,34,31,28,58
10,9,51,11,48,19,5,14,7,44,66,25,55,54,12,29,20,47,42,56,32,31,67,3,2,27,35,57,30,18,21,36,41,50,62,40,16,59,53,37,65,8,46,70,13,39,61,69,17,68,49,24,60,4,34,63,1,64,26,38,15,45,28,23,52,22,58,43,6,33
24,3,55,66,35,13,49,54,30,16,46,25,41,18,40,4,62,36,44,56,65,52,21,51,37,19,14,29,28,10,8,53,31,47,67,1,27,23,68,5,63,43,15,12,45,60,50,38,26,34,57,48,6,11,20,42,39,17,7,33,32,70,9,61,22,69,58,59,64,2
21,10,40,43,62,69,23,25,57,27,34,39,55,12,28,13,41,9,36,4,15,60,31,67,50,58,8,47,16,54,35,46,6,48,32,56,70,59,38,42,66,2,22,45,65,19,26,18,5,30,29,51,14,44,7,3,37,52,53,11,24,49,33,64,61,17,1,68,63,20
48,50,28,22,10,53,12,54,64,49,18,9,33,17,63,56,2,23,52,6,13,8,20,19,35,62,69,51,3,58,57,11,43,21,7,38,16,55,15,47,46,27,42,32,59,1,30,68,29,66,37,34,67,25,70,4,36,26,44,40,14,31,24,45,65,5,60,61,41,39
41,21,20,3,53,70,16,12,10,33,15,5,48,56,26,7,32,69,68,28,37,67,45,17,65,60,19,51,25,50,6,22,34,31,64,1,54,63,11,44,46,36,58,55,62,66,57,8,59,4,38,18,14,2,30,35,23,47,42,29,40,9,27,52,39,24,61,13,43,49
53,4,35,51,9,6,56,46,66,5,69,70,42,1,54,60,47,19,30,68,3,67,16,7,40,55,27,22,12,36,44,25,14,20,10,39,50,32,2,21,58,34,62,26,31,61,18,45,24,43,38,48,13,23,63,37,57,59,52,8,41,17,29,15,65,33,28,49,11,64
54,48,36,30,35,63,59,66,27,21,19,45,41,22,69,37,4,16,15,34,64,55,50,13,38,56,6,20,52,7,44,43,47,40,5,60,1,32,14,67,10,26,12,58,23,18,53,46,24,2,33,51,31,25,11,8,17,61,49,29,9,3,42,70,39,68,65,28,57,62
12,20,67,70,19,69,21,54,34,33,31,22,44,58,10,47,6,29,60,5,57,48,56,1,23,2,53,49,50,61,63,36,7,40,51,45,64,4,66,17,16,52,37,43,55,25,13,14,62,28,11,32,26,38,30,9,46,35,15,68,39,41,8,42,18,27,59,3,24,65
24,5,54,12,13,64,65,60,36,35,46,27,61,30,9,29,34,40,2,8,67,20,63,53,58,7,21,57,10,37,14,33,47,68,52,45,18,4,51,41,55,43,32,22,26,17,49,50,25,3,70,23,59,62,19,56,42,69,66,31,39,38,11,15,44,48,28,1,6,16
26,53,54,57,14,58,5,17,37,52,23,62,64,12,9,8,2,50,20,49,68,18,56,30,66,22,31,43,70,36,29,21,4,40,46,6,35,38,13,10,32,28,59,7,69,39,24,61,34,16,60,44,48,45,51,25,1,47,3,15,63,27,11,42,55,65,41,19,33,67
16,65,37,25,7,18,23,22,68,57,15,26,64,55,43,31,21,33,52,20,44,50,47,63,28,32,19,4,58,35,46,59,38,49,12,67,11,27,5,36,13,54,3,48,8,66,24,51,53,6,45,17,40,69,14,34,1,70,62,29,61,39,60,2,30,56,42,9,10,41
68,67,9,38,31,55,11,4,56,29,32,28,10,2,8,46,49,44,6,52,43,42,17,13,69,20,36,12,45,7,47,48,26,65,66,18,59,5,64,33,15,54,40,53,37,27,30,21,63,57,60,51,24,35,70,34,1,16,58,41,3,19,39,50,14,62,23,61,25,22
49,54,42,23,45,41,27,53,36,18,61,46,34,43,8,48,29,21,70,22,35,25,56,14,39,65,20,11,68,58,51,40,26,31,28,67,2,17,32,47,52,50,30,6,38,12,66,10,55,63,60,64,33,3,9,13,37,57,59,1,7,62,5,44,16,69,19,24,15,4
2,9,46,37,61,19,70,67,40,7,5,57,39,41,42,62,28,24,69,48,52,68,59,18,14,50,65,38,34,26,32,64,36,55,58,25,45,66,12,16,22,47,56,4,15,1,11,3,54,53,49,13,27,20,6,51,35,23,17,8,33,29,31,30,63,10,43,21,44,60
49,20,62,51,55,22,61,10,1,34,25,57,13,12,66,60,17,68,4,19,28,9,7,23,50,41,11,8,65,3,47,43,42,67,18,48,70,15,40,58,21,53,37,24,46,52,27,5,31,35,38,54,26,59,44,56,33,39,2,30,14,16,36,64,32,6,29,63,69,45
20,15,26,31,8,51,30,67,25,22,40,61,24,64,60,35,36,62,3,43,68,17,12,41,49,21,28,38,58,59,65,55,44,4,50,32,14,48,9,57,37,19,5,53,66,56,69,16,33,7,6,11,13,42,1,70,52,10,63,23,29,47,2,46,34,45,27,39,18,54
51,54,37,11,13,9,65,55,4,43,1,10,59,23,50,35,41,44,33,29,61,14,6,5,70,19,21,20,47,42,31,53,32,46,22,15,39,58,36,18,16,68,17,8,34,26,12,56,62,3,63,40,69,48,27,30,64,52,49,28,7,67,57,25,2,66,38,45,24,60
24,39,51,18,3,70,13,1,62,23,7,41,35,32,49,11,14,67,34,21,28,31,19,40,50,53,38,61,68,27,63,66,55,12,60,15,43,22,59,16,2,54,56,36,45,10,37,48,65,42,20,58,5,6,17,44,47,25,29,9,64,33,4,8,57,52,26,46,69,30
45,9,60,31,25,51,62,2,52,57,35,70,36,55,67,32,29,56,4,48,63,8,43,7,47,6,37,5,22,66,28,11,17,69,20,50,34,15,54,49,13,23,30,24,38,26,10,64,61,19,12,27,1,53,46,39,58,68,3,65,59,33,14,16,44,42,40,18,21,41
45,39,60,10,14,5,4,55,36,18,58,3,70,59,1,31,26,24,37,38,17,15,67,22,25,28,2,13,16,35,47,30,27,51,11,52,62,69,23,8,53,64,42,63,21,12,40,61,7,68,49,44,19,20,54,66,48,32,33,41,34,50,65,6,46,9,56,29,57,43
13,49,66,42,22,41,39,4,10,65,69,61,3,30,48,18,43,21,60,37,62,9,2,70,7,53,33,14,57,55,68,40,46,17,32,27,15,59,11,47,67,38,45,23,28,25,8,54,58,34,20,31,35,16,12,19,29,44,5,51,64,26,52,24,63,56,6,36,1,50
35,38,34,9,24,19,28,14,10,64,61,70,48,56,26,49,13,52,16,66,36,50,17,27,57,62,33,5,45,59,43,53,60,3,58,20,12,25,11,42,4,63,54,15,18,69,8,68,44,30,23,65,39,67,46,40,51,2,29,21,31,37,1,6,32,7,22,47,41,55
62,2,65,35,5,26,4,44,6,24,49,31,1,30,21,52,45,34,64,14,29,57,12,63,37,69,68,46,15,51,17,23,20,70,58,41,28,38,59,36,18,11,47,27,54,32,22,56,25,50,60,39,3,16,61,10,53,66,8,42,55,40,7,9,13,48,19,67,33,43
32,19,27,61,33,43,46,28,10,44,40,13,49,38,25,16,62,7,52,54,50,37,8,30,69,51,66,67,55,39,68,17,56,18,2,58,48,57,14,11,42,64,23,45,35,5,26,6,22,4,53,65,63,29,9,15,12,3,36,47,1,70,21,34,20,59,31,41,24,60
58,38,66,6,45,46,2,55,57,68,18,13,5,44,37,53,35,25,12,41,7,4,17,63,3,54,1,42,48,56,30,33,20,24,26,61,28,21,69,40,51,52,43,23,8,47,60,9,62,22,64,65,15,32,14,19,39,34,11,29,59,16,49,67,36,50,10,70,27,31
14,15,1,69,33,40,20,41,59,4,30,17,46,66,12,24,19,10,21,39,53,23,64,44,50,8,48,67,45,32,58,57,43,27,61,25,63,13,31,35,16,42,49,47,11,52,18,37,38,62,22,56,54,9,60,6,68,70,55,34,65,36,5,7,51,29,28,3,2,26
8,9,61,23,5,69,49,50,43,19,13,31,40,28,36,51,12,26,52,22,70,35,48,24,10,18,34,6,11,57,27,16,53,66,47,21,64,54,32,17,55,39,68,41,3,14,15,30,67,44,37,1,58,2,46,38,7,59,45,42,60,29,62,33,65,63,56,20,25,4
25,7,59,39,47,19,12,34,28,29,46,54,49,42,24,8,6,15,10,68,27,40,69,23,37,55,17,26,31,66,4,21,65,64,58,35,60,1,70,45,44,57,2,50,13,30,36,3,38,16,5,41,67,61,32,53,20,14,33,56,9,18,62,43,52,63,51,48,11,22
34,29,31,40,36,13,42,65,62,12,8,39,67,52,48,47,19,7,16,33,53,68,63,30,28,23,10,2,5,43,14,70,32,55,15,38,56,35,57,37,44,51,64,3,22,27,49,41,17,18,54,20,24,59,25,66,61,21,60,4,58,11,46,26,9,1,50,6,45,69
27,45,9,43,20,33,64,49,54,69,24,37,42,53,34,29,7,18,38,1,30,12,28,63,35,68,13,6,39,8,36,61,62,15,41,5,47,19,4,48,58,23,14,16,52,59,25,44,60,56,31,55,67,65,40,26,3,50,10,32,70,2,51,22,66,11,17,21,46,57
68,66,63,18,32,69,11,35,8,38,50,62,44,53,64,52,12,70,28,67,20,27,30,15,7,42,58,33,6,24,16,14,31,56,49,4,39,5,9,2,57,19,23,34,65,46,45,55,17,13,41,21,26,40,37,61,60,22,29,1,36,54,43,51,47,59,48,25,3,10
40,64,46,7,33,12,4,18,15,5,23,11,69,47,16,13,3,36,66,60,8,63,62,45,29,24,61,6,10,49,44,58,48,55,52,41,14,38,1,56,65,21,19,25,32,2,59,30,22,51,39,57,9,27,37,42,43,20,70,34,17,31,28,35,54,68,53,67,26,50
54,63,20,21,15,2,25,59,52,47,35,32,46,27,9,11,26,48,50,37,6,13,70,30,53,62,44,60,5,39,38,3,23,8,65,18,43,24,10,40,61,66,49,41,1,22,28,67,31,14,58,51,42,17,29,4,68,36,69,7,57,12,56,33,64,34,55,19,16,45
55,26,12,28,56,32,35,52,42,23,37,34,11,54,19,39,17,67,14,7,47,29,8,27,16,58,24,21,13,69,31,65,53,40,36,6,49,22,3,18,25,50,48,10,70,64,63,51,15,62,59,5,44,68,46,1,61,2,57,4,45,33,30,9,20,43,66,38,41,60
55,63,30,53,60,62,22,34,1,5,19,11,54,57,46,23,15,69,51,17,68,38,20,66,40,26,10,49,18,24,35,47,27,33,44,45,29,64,41,4,13,9,31,67,56,59,37,14,39,70,42,52,32,21,2,28,16,48,43,58,7,36,6,3,8,65,12,50,61,25
56,14,63,6,46,47,68,35,13,25,49,66,37,7,64,12,70,41,4,23,29,39,57,45,27,60,54,2,32,18,9,33,26,61,48,65,22,15,36,5,31,19,24,30,8,52,38,1,62,3,40,69,34,59,53,67,43,21,17,28,58,20,55,10,16,50,42,44,11,51
47,25,30,55,64,21,50,56,53,24,23,2,18,52,7,29,13,16,61,14,17,36,15,35,57,39,10,9,41,20,6,58,66,26,49,1,8,19,70,38,42,11,12,22,54,65,4,46,51,27,5,69,33,43,28,48,37,3,62,59,32,31,63,45,40,60,67,34,44,68
54,57,15,38,9,62,8,34,26,49,40,61,23,18,33,53,58,17,56,25,27,42,24,66,14,4,51,6,64,3,46,70,32,11,21,59,2,16,48,30,10,50,12,69,20,41,45,31,1,35,52,65,44,37,60,67,47,39,29,13,22,28,5,68,36,7,63,43,19,55
18,62,56,58,40,44,2,28,8,59,64,47,54,29,34,9,6,21,50,49,22,26,63,55,51,31,15,12,7,30,14,65,69,20,41,60,32,52,42,39,45,24,4,11,57,13,68,37,38,46,10,5,1,23,48,27,16,53,3,70,43,67,17,19,35,33,25,61,36,66
28,1,20,44,12,48,23,25,62,3,63,42,6,46,69,15,9,14,55,17,65,64,37,53,2,27,35,22,66,38,57,61,45,4,51,40,49,26,41,68,33,32,52,31,11,19,24,29,54,5,58,36,59,30,47,8,43,56,7,16,60,70,50,34,39,67,13,21,10,18
1,69,53,17,65,54,15,13,19,52,34,16,14,44,32,63,38,4,67,58,70,64,47,25,30,49,61,24,7,40,12,23,51,41,33,31,6,68,60,11,35,66,46,39,22,18,27,43,3,36,45,8,20,10,28,62,56,2,5,55,29,57,37,50,42,9,59,26,21,48
48,63,37,29,3,14,44,13,70,57,25,27,6,55,30,56,5,54,47,20,35,21,61,17,2,53,62,12,38,9,67,68,59,45,52,51,1,40,11,49,23,24,10,36,65,19,7,16,39,33,50,60,42,58,46,43,31,18,28,69,41,32,64,22,26,34,4,15,8,66

53,35,34,14,7,68,29,25,27,21,10,4,8,32,57,23,59,22,63,37,55,62,9,24,51,39,30,17,60,46,45,58,65,40,38,31,20,41,42,36,2,66,49,61,26,48,12,3,6,56,43,33,69,47,19,16,67,44,1,52,13,11,70,64,15,5,50,54,28,18
40,28,22,4,38,17,26,35,34,60,67,69,70,24,53,14,61,45,39,63,12,66,42,64,36,30,44,46,58,48,47,68,59,15,16,31,29,57,50,54,8,37,3,27,11,2,13,55,18,5,25,51,6,21,23,32,7,19,20,52,65,43,41,33,56,1,49,9,10,62
1,32,29,14,60,22,5,57,42,36,40,25,3,58,11,43,68,17,51,28,18,56,59,48,35,63,53,24,38,21,69,31,52,9,66,2,65,45,13,64,49,7,10,41,61,44,20,16,70,8,30,6,26,23,50,4,33,19,67,54,46,34,12,15,47,62,27,55,39,37
61,55,15,17,57,45,65,39,41,28,31,49,32,13,23,36,8,11,34,48,70,47,51,53,69,25,22,67,43,56,33,35,19,18,16,68,5,2,62,64,30,60,14,66,58,4,46,21,38,50,24,6,7,54,10,26,3,1,63,42,20,37,12,44,59,52,40,29,27,9
69,22,21,63,56,68,1,66,9,13,40,45,46,31,27,34,64,25,3,20,44,5,4,7,39,18,52,53,36,65,17,23,30,42,38,19,33,54,11,60,8,61,43,15,29,35,10,67,47,48,58,32,6,12,59,55,50,26,49,70,2,41,24,57,14,51,37,62,28,16
37,10,28,36,59,70,7,65,33,6,50,47,68,30,53,24,67,22,57,51,13,56,54,25,15,20,66,69,34,26,9,41,64,27,49,12,1,42,16,29,35,17,4,11,31,61,21,32,23,19,62,44,3,45,38,2,8,40,43,52,60,58,5,46,63,18,48,55,14,39
66,10,26,35,24,55,11,15,56,52,31,12,65,6,16,64,50,41,17,58,68,7,67,18,4,47,51,21,60,3,46,34,29,45,59,49,30,8,53,42,44,62,25,2,33,28,36,57,19,1,27,37,9,5,43,69,20,23,48,70,14,39,22,61,54,32,38,63,40,13
36,69,27,32,54,25,35,34,24,43,40,39,57,58,62,6,31,22,53,70,10,5,8,50,46,12,29,67,1,11,59,37,45,14,68,19,20,52,30,4,65,66,44,2,48,56,26,63,38,49,17,64,16,60,18,47,28,9,41,15,7,51,61,23,42,13,3,21,55,33
50,2,24,37,28,65,15,17,4,70,27,26,62,6,31,21,10,11,20,29,35,69,19,22,23,8,68,14,32,36,67,54,5,52,13,64,63,42,41,3,33,39,43,34,7,9,66,51,57,49,25,59,44,46,30,53,60,18,55,16,56,61,40,58,38,45,47,1,48,12
47,7,70,24,11,22,66,12,46,6,2,56,28,61,58,10,34,51,8,15,31,55,62,32,18,48,13,45,14,60,21,3,40,16,30,42,23,50,29,1,44,26,9,69,27,64,59,33,43,37,67,49,36,53,38,17,19,57,39,63,20,35,5,52,68,25,41,65,4,54
38,67,52,50,69,27,37,57,68,47,15,34,14,40,22,51,3,36,20,58,11,30,54,1,49,18,28,33,64,46,48,61,23,5,19,9,12,29,45,17,35,24,4,13,8,53,41,6,66,31,2,55,21,10,25,65,59,56,62,60,26,70,42,39,44,16,43,63,32,7
14,55,53,18,22,3,11,56,34,50,33,38,1,15,28,12,2,20,31,37,4,26,58,60,59,36,8,62,68,67,47,7,46,41,44,42,45,57,30,29,25,16,35,69,9,64,40,23,21,13,48,6,39,54,17,52,65,43,61,24,5,70,27,10,51,19,49,32,66,63
17,40,4,31,32,11,36,26,33,63,25,24,64,44,55,48,7,45,27,12,50,34,6,3,30,13,22,60,47,53,39,57,35,58,70,38,28,43,61,19,9,41,59,1,20,68,46,5,42,15,56,54,51,67,49,65,2,69,14,18,29,16,8,23,66,21,37,52,62,10
25,50,52,27,40,2,64,9,68,12,35,16,59,46,42,47,28,17,6,36,60,55,69,10,44,49,24,22,20,53,30,15,33,48,70,1,32,19,56,7,5,18,45,34,23,11,14,62,54,63,3,38,61,39,21,65,13,4,8,43,41,66,58,67,37,31,26,51,57,29
42,66,26,40,33,4,54,69,12,22,55,48,53,44,18,2,27,16,70,29,14,20,32,46,49,23,39,21,51,61,43,9,34,17,41,7,1,31,38,11,5,58,63,36,25,35,64,59,15,37,56,13,3,10,62,6,52,50,30,68,8,60,24,45,19,47,57,28,67,65
21,43,41,61,17,38,70,57,30,29,4,23,26,10,15,3,50,44,14,32,9,12,40,62,45,53,51,33,65,8,58,60,1,6,28,69,55,19,5,66,68,48,27,67,35,36,56,31,52,54,34,25,37,13,16,20,22,59,47,24,2,18,64,7,42,39,46,63,49,11
1,44,10,46,17,7,37,53,12,21,32,34,33,70,20,6,63,67,26,36,55,35,68,48,66,51,64,22,2,29,38,40,47,54,13,8,59,30,42,18,14,49,4,43,5,45,61,11,69,31,9,23,62,24,25,19,27,52,3,16,56,57,58,39,15,65,41,60,50,28
12,10,34,11,17,47,65,66,35,3,31,43,7,50,21,18,23,49,70,64,52,22,38,24,51,1,4,13,45,39,8,29,32,14,20,15,26,56,69,61,9,2,16,42,28,44,53,57,33,59,48,37,46,5,62,27,68,54,30,60,36,19,40,6,63,25,67,55,58,41
2,44,11,27,58,55,59,52,51,8,30,15,47,19,36,14,12,21,66,22,54,17,63,62,69,70,20,65,41,42,35,67,48,7,24,68,40,53,43,31,6,5,29,57,9,3,37,25,34,61,23,45,13,33,38,10,49,50,39,46,28,1,16,32,56,64,26,18,60,4
42,44,45,23,46,33,16,54,19,24,64,70,61,22,30,28,59,66,10,55,25,29,35,60,27,40,21,15,41,38,17,8,31,67,53,12,1,43,14,39,6,11,2,34,9,18,48,49,50,20,4,47,62,65,58,51,63,7,3,57,5,36,32,69,68,37,13,56,26,52
51,22,45,20,29,62,59,32,30,31,70,36,64,16,39,55,47,13,7,15,34,63,28,57,56,9,6,4,21,33,43,66,65,48,11,52,27,3,8,35,60,37,1,50,10,38,68,69,40,12,23,19,67,61,46,41,42,49,17,53,14,58,54,2,24,44,25,26,18,5
61,1,53,55,66,59,28,6,63,67,26,69,49,44,39,48,45,47,64,31,60,27,20,42,40,14,17,11,29,25,56,52,4,33,10,51,46,68,50,15,22,7,16,18,58,24,19,37,34,62,21,35,41,65,43,2,70,57,36,13,8,23,5,38,9,32,12,54,3,30
55,63,37,47,38,24,59,20,70,44,57,10,27,3,45,28,46,52,21,64,62,42,41,11,2,67,5,25,50,35,23,18,53,6,1,17,39,68,29,40,61,66,32,36,22,33,48,14,15,60,65,56,16,51,43,12,34,31,30,26,58,13,54,7,69,49,9,8,4,19
47,14,54,21,19,67,5,15,8,38,28,2,11,42,60,22,51,29,68,69,64,58,36,30,17,6,12,32,62,50,26,18,46,27,48,7,41,44,57,49,3,65,52,23,13,56,39,25,55,53,24,20,10,66,45,35,16,37,1,34,61,43,40,9,31,59,33,70,63,4
10,24,45,46,49,70,57,53,68,21,67,19,13,61,33,6,50,5,60,29,7,12,2,41,34,16,36,58,25,4,32,26,40,20,69,44,31,64,17,15,54,52,28,62,30,39,66,22,59,43,47,11,8,9,38,63,3,27,55,35,23,14,18,42,56,48,51,37,65,1
2,25,35,52,21,63,62,8,54,33,47,28,19,67,44,20,6,51,1,48,68,30,31,55,38,3,43,7,70,29,13,18,69,10,42,5,45,53,58,59,12,26,11,50,16,64,61,39,23,9,36,65,41,14,57,37,46,17,40,56,60,27,4,49,66,32,22,15,34,24
35,19,30,3,21,68,7,61,56,27,31,67,6,49,26,66,16,34,2,52,13,39,22,1,65,55,57,63,24,28,9,23,69,14,20,25,60,64,8,47,40,18,10,32,53,42,33,48,50,51,12,58,4,45,36,70,11,54,5,37,44,41,62,43,29,59,17,46,15,38
16,47,60,61,34,2,3,26,14,57,29,54,27,35,69,40,62,50,39,7,21,56,63,66,70,25,6,59,64,9,23,24,5,48,51,15,53,38,28,8,32,37,43,20,4,31,10,44,45,22,30,46,41,52,42,65,67,55,12,19,58,36,17,13,33,18,1,11,68,49
30,46,47,6,29,51,58,2,20,36,17,8,32,65,18,50,44,1,3,68,9,69,60,40,12,53,34,37,55,63,11,4,33,16,19,26,13,35,14,15,61,56,21,62,24,7,22,38,49,41,64,25,45,59,54,42,52,31,57,23,43,39,5,67,48,10,66,27,70,28
